00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,date,day,metric,month,station,weekday,year
27.53,12.52,10.35,10.62,9.98,13.36,15.02,35.36,42.5,41.14,50.61,70.94,68.0,44.13,33.81,28.53,32.88,42.45,54.31,49.74,60.53,63.41,30.29,26.84,2010-06-01,1,08,6,048,1,2010
19.3,14.75,11.67,8.68,8.4,9.67,14.36,32.56,39.6,44.87,26.73,29.21,45.49,53.2,48.95,41.57,38.94,39.48,53.65,45.24,51.32,37.91,38.56,29.91,2010-06-02,2,08,6,048,2,2010
24.28,23.83,17.38,18.39,16.36,13.61,15.64,20.92,31.81,26.57,29.79,40.53,37.57,41.47,27.94,21.57,22.8,16.52,15.87,20.33,27.31,32.8,53.34,43.47,2010-06-03,3,08,6,048,3,2010
54.36,37.79,39.43,52.89,18.22,18.48,17.31,34.3,48.48,40.63,25.86,24.25,32.16,37.51,39.95,38.12,30.88,31.24,36.61,36.28,47.42,80.1,81.48,61.45,2010-06-04,4,08,6,048,4,2010
83.01,113.8,107.8,41.45,39.39,17.51,19.68,25.19,25.6,30.91,37.37,37.68,42.49,31.35,25.68,19.44,21.64,20.4,21.64,22.73,28.18,43.27,58.8,50.11,2010-06-05,5,08,6,048,5,2010
60.46,78.86,59.76,29.74,30.3,29.72,25.6,19.27,20.99,17.11,17.87,17.64,17.44,18.43,19.09,17.02,16.18,20.73,24.01,25.52,29.16,41.83,48.16,34.22,2010-06-06,6,08,6,048,6,2010
13.62,10.04,8.78,10.06,9.24,10.78,23.49,45.55,45.3,57.43,45.87,48.04,47.88,43.12,31.96,30.08,34.24,37.56,37.14,42.42,45.63,42.67,35.01,25.07,2010-06-07,7,08,6,048,0,2010
23.27,23.79,14.89,14.44,11.72,15.1,28.45,55.24,52.0,47.45,37.22,35.15,37.01,36.48,30.28,27.68,32.24,36.58,30.43,44.92,61.27,48.87,34.2,28.27,2010-06-08,8,08,6,048,1,2010
24.21,20.28,14.91,11.41,12.11,13.42,20.69,45.31,60.34,59.3,54.64,57.16,59.89,53.76,53.73,46.7,34.65,38.7,39.0,40.0,40.92,42.02,44.72,28.44,2010-06-09,9,08,6,048,2,2010
23.52,17.95,13.57,12.02,11.76,13.01,19.48,38.93,45.9,42.29,40.24,35.23,35.47,36.75859348774757,35.17433199060087,36.24,35.45,36.8,39.68,36.73,44.05,51.51,36.18,34.72,2010-06-10,10,08,6,048,3,2010
34.54,27.59,19.07,22.05,19.04,19.41,28.11,46.62,54.77,40.6,34.99,34.02,34.97,29.6,33.95,29.39,29.46,33.04,32.55,37.81,37.52,38.86,38.07,36.5,2010-06-11,11,08,6,048,4,2010
33.9,28.43,26.89,26.04,25.98,21.93,27.76,32.56,30.72,32.23,25.54,33.64,46.0,49.93,42.34,36.78,33.56,46.39,43.26,50.66,28.9,36.06,47.5,36.26,2010-06-12,12,08,6,048,5,2010
35.84,22.52,15.42,12.88,10.84,13.35,15.6,13.55,11.49,12.21,10.91,12.82,12.41,13.7,14.1,9.93,12.89,13.59,22.59,16.81,17.4,27.77,29.6,24.89,2010-06-13,13,08,6,048,6,2010
25.59,19.68,18.48,12.61,9.99,10.72,16.65,50.05,51.19,65.16,47.86,42.48,33.59,31.59,35.78,35.92,37.56,58.7,54.8,31.69,23.57,26.89,18.79,12.97,2010-06-14,14,08,6,048,0,2010
10.62,7.87,8.71,9.64,7.49,15.36,23.14,34.21,36.98,30.65,21.35,20.31,29.7,28.67,22.82,21.22,41.42,31.01,32.87,28.7,23.77,22.26,26.11,25.94,2010-06-15,15,08,6,048,1,2010
14.33,11.88,10.92,9.73,14.44,20.75,27.09,60.63,73.25,78.23,84.83,52.36,42.02,32.07,31.26,39.09,55.92,39.55,29.37,26.29,27.34,31.5,36.43,26.32,2010-06-16,16,08,6,048,2,2010
26.06,24.95,29.76,18.63,27.54,28.79,31.34,52.53,79.77,86.54,73.39,65.25,37.83,28.58,33.37,30.1,30.63,27.44,36.86,55.15,70.94,63.92,80.01,115.6,2010-06-17,17,08,6,048,3,2010
134.0,109.7,57.18,17.23,14.47,17.46,28.12,64.3,74.2,73.72,86.86,75.09,66.43,51.27,44.06,39.85,34.66,31.09,40.35,45.81,43.74,44.99,77.32,44.9,2010-06-18,18,08,6,048,4,2010
64.1,33.74,24.68,21.07,20.07,14.23,11.88,18.04,22.22,21.71,18.71,21.78,27.14,19.65,21.82,17.11,17.12,18.79,13.74,17.05,32.88,35.46,27.93,21.35,2010-06-19,19,08,6,048,5,2010
23.91,28.1,29.74,15.62,10.14,10.86,13.88,11.98,10.25,10.13,10.34,9.54,12.34,13.01,11.55,10.55,8.69,11.78,10.21,10.68,13.08,16.78,15.39,12.54,2010-06-20,20,08,6,048,6,2010
15.4,9.34,6.96,7.66,7.83,9.53,17.4,37.59,41.38,36.34,23.45,31.71,45.6,43.52,47.37,38.18,35.46,45.54,42.0,48.07,55.38,62.02,96.08,111.3,2010-06-21,21,08,6,048,0,2010
78.58,53.26,19.02,16.0,19.88,14.75,24.24,50.93,52.0,51.54,44.51,47.1,71.88,71.02,61.39,43.69,44.85,31.77,43.49,59.18,70.57,71.11,40.73,32.58,2010-06-22,22,08,6,048,1,2010
22.23,18.92,20.79,17.0,12.71,19.62,44.04,98.58,92.83,83.98,94.46,92.33,82.97,82.71,45.43,36.97,38.24,45.98,44.42,63.45,76.61,94.46,106.3,41.71,2010-06-23,23,08,6,048,2,2010
32.5,21.28,17.53,12.76,11.43,18.11,39.58,53.14,68.15,61.72,49.0,49.76,47.26,68.13,52.86,55.79,32.3,37.57,42.0,53.56,64.09,114.6,155.2,43.09,2010-06-24,24,08,6,048,3,2010
47.99,17.28,36.19,23.08,29.76,37.13,40.37,72.0,107.7,100.1,85.24,109.0,81.67,54.21,30.97,43.44,31.18,29.26,25.61,53.17,64.88,40.65,43.67,29.35,2010-06-25,25,08,6,048,4,2010
16.17,14.32,17.58,17.57,15.89,31.78,31.12,33.57,30.83,26.12,20.27,20.84,24.67,34.52,33.69,28.01,31.76,26.88,24.76,28.33,37.21,32.23,51.8,32.23,2010-06-26,26,08,6,048,5,2010
45.62,39.0,28.23,30.32,38.95,16.88,14.07,13.64,21.3,25.26,21.61,21.95,28.89,49.03,28.03,17.82,19.0,15.87,19.76,33.71,35.83,35.62,36.27,42.2,2010-06-27,27,08,6,048,6,2010
31.61,15.68,17.42,13.88,18.05,16.65,20.42,52.94,56.84,45.51,38.18,35.42,23.42,27.88,27.89,29.56,26.23,25.64,50.66,57.58,80.09,64.75,28.18,16.69,2010-06-28,28,08,6,048,0,2010
19.11,15.68,15.63,10.05,9.08,10.75,18.48,43.02,58.39,54.55,36.54,40.44,41.41,41.63,44.13,50.17,57.33,55.04,66.2,85.01,52.13,28.89,26.03,28.01,2010-06-29,29,08,6,048,1,2010
26.79,31.5,19.23,15.82,24.02,20.42,24.47,52.93,64.58,59.12,54.22,69.01,58.23,55.5,45.03,60.85,68.87,45.02,53.62,66.82,50.33,81.96,141.2,163.9,2010-06-30,30,08,6,048,2,2010
181.0,58.97,30.92,20.29,15.79,16.32,25.39,61.07,67.8,68.94,60.24,54.94,65.84,76.05,59.09,56.4,47.25,62.2,60.16,62.83,80.03,104.3,78.8,77.78,2010-07-01,1,08,7,048,3,2010
62.36,86.98,79.81,104.7,67.66,49.74,48.66,67.98,79.9,75.66,66.41,95.38,117.8,104.6,70.26,73.87,42.92,44.28,37.89,71.06,88.75,100.1,87.91,44.83,2010-07-02,2,08,7,048,4,2010
26.95,17.41,16.23,15.14,12.9,14.45,15.93,27.55,45.62,63.03,53.7,41.21,24.18,18.4,13.47,18.11,15.28,22.02,31.8,31.25,38.88,34.38,49.24,59.88,2010-07-03,3,08,7,048,5,2010
85.6,91.71,59.69,49.43,37.96,27.94,23.77,22.79,18.02,20.94,23.98,22.69,23.14,16.19,17.93,20.23,16.2,19.21,12.4,18.31,16.14,32.02,48.27,56.05,2010-07-04,4,08,7,048,6,2010
40.0,20.46,13.21,13.76,11.44,12.68,22.24,46.25,76.69,63.37,52.94,62.2,90.19,73.44,38.6,32.97,24.1,26.95,44.97,32.23,32.81,35.28,35.82,21.57,2010-07-05,5,08,7,048,0,2010
14.6,13.97,10.28,9.25,8.66,10.1,16.56,39.89,41.08,46.11,39.18,39.83,41.88,48.04,32.48,48.47,48.03,44.1,58.22,47.7,43.53,56.99,95.26,126.7,2010-07-06,6,08,7,048,1,2010
117.3,103.0,67.52,36.15,22.65,19.5,27.34,57.37,55.65,69.06,54.94,51.67,36.94,41.97,42.61,44.24,49.57,58.43,39.69,30.06,42.51,33.99,49.84,38.1,2010-07-07,7,08,7,048,2,2010
33.69,24.41,25.52,26.96,24.3,38.24,24.32,54.07,73.74,66.67,64.65,59.27,79.95,80.39,89.8,113.7,113.5,114.6,120.6,78.53,63.36,112.7,102.8,112.6,2010-07-08,8,08,7,048,3,2010
