00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,date,day,metric,month,station,weekday,year
24.59,30.09,27.97,23.46,22.52,20.49,21.63,24.54,23.18,23.24,23.61,24.22,23.24,25.71,25.97,27.76,25.18,30.99,37.83,46.03,51.8,45.74,55.91,46.24,2010-01-01,1,08,1,027,4,2010
32.93,30.1,35.99,38.78,27.78,28.82,48.26,53.85,54.69,57.4,51.73,47.71,63.74,73.17,67.21,66.6,52.1,45.92,52.94,71.62,71.11,65.19,70.41,67.57,2010-01-02,2,08,1,027,5,2010
63.91,61.92,50.57,45.21,44.19,48.4,49.9,52.51,51.98,54.06,52.86,79.81,70.88,55.71,72.6,67.55,66.91,61.55,54.92,63.56,70.02,71.27,70.06,60.1,2010-01-03,3,08,1,027,6,2010
53.56,52.97,48.01,39.95,38.62,34.93,38.18,45.42,47.49,51.05,42.59,46.45,54.35,61.94,54.05,72.9,58.7,67.83,80.05,78.12,67.05,76.16,80.58,63.05,2010-01-04,4,08,1,027,0,2010
67.34,50.97,42.86,37.05,37.52,43.18,49.97,59.16,53.47,57.56,62.27,72.01,100.2,137.7,160.7,84.1,64.69,50.4,38.72,65.73,43.61,74.04,50.46,53.49,2010-01-05,5,08,1,027,1,2010
71.5,72.39,71.98,62.76,49.42,40.91,30.84,37.84,40.74,41.06,43.47,32.16,37.42,34.01,35.37,32.18,30.63,36.67,47.36,58.94,70.69,79.48,78.45,68.02,2010-01-06,6,08,1,027,2,2010
57.54,51.59,30.93,27.33,22.19,21.99,25.35,32.44,40.84,49.34,37.25,37.87,25.44644106588197,37.05,31.24,24.42,27.36,28.89,29.61,38.73,45.75,56.79,47.0,47.96,2010-01-07,7,08,1,027,3,2010
31.26,31.89,29.51,25.81,32.27,24.3,38.95,51.02,60.0,52.98,43.38,38.71,38.82,42.76,46.12,45.74,39.8,41.91,34.56,40.22,38.49,56.92,59.26,41.42,2010-01-08,8,08,1,027,4,2010
37.86,27.8,13.27,13.96,12.21,14.22,26.95,30.64,36.64,30.44,36.31,32.79,28.08,32.06,32.07,29.78,29.63,34.12,54.05,55.9,51.63,62.47,62.38,80.51,2010-01-09,9,08,1,027,5,2010
70.53,45.27,41.3,55.21,46.35,48.02,60.89,52.63,52.12,62.07,60.57,49.38,50.96,50.47,50.55,64.42,77.92,62.27,47.22,59.59,34.52,49.59,57.18,39.03,2010-01-10,10,08,1,027,6,2010
37.7,29.33,38.71,25.93,28.72,39.47,54.11,60.88,61.58,62.42,58.75,62.79,67.44,75.47,69.74,77.78,89.69,91.61,102.5,106.4,103.1,93.12,80.34,68.54,2010-01-11,11,08,1,027,0,2010
60.94,53.88,47.99,40.7,38.34,43.95,48.94,59.01,64.98,61.28,56.06,53.15,63.79,60.13,66.41,65.04,76.96,85.94,84.1,79.81,112.7,89.74,30.82,29.59,2010-01-12,12,08,1,027,1,2010
32.77,84.99,63.64,50.62,58.7,61.02,73.72,80.01,110.1,124.8,107.2,84.97,86.28,77.82,76.14,80.59,92.63,89.46,91.42,90.59,70.97,56.59,50.68,47.79,2010-01-13,13,08,1,027,2,2010
46.96,36.12,21.91,19.09,16.06,16.24,23.52,43.35,54.54,80.17,34.865836194212854,28.4278126532614,24.57,25.54,24.08,27.32,27.97,32.97,35.61,39.65,37.16,38.39,47.34,53.07,2010-01-14,14,08,1,027,3,2010
79.44,78.78,60.15,57.78,53.51,51.17,85.93,96.84,117.1,93.52,133.4,154.7,98.09,97.47,87.37,79.02,84.35,84.84,94.93,99.64,102.8,109.9,116.5,104.8,2010-01-15,15,08,1,027,4,2010
90.55,76.57,69.29,61.42,56.58,53.22,56.84,57.64,60.42,57.91,59.96,57.39,62.27,75.4,92.14,108.9,96.82,96.79,95.55,79.24,78.96,66.86,61.21,54.79,2010-01-16,16,08,1,027,5,2010
47.6,45.03,36.78,33.36,30.65,31.83,32.81,34.68,32.07,35.32,34.24,32.44,37.63,33.63,39.11,44.81,44.05,50.16,66.11,62.98,60.29,54.08,50.76,50.5,2010-01-17,17,08,1,027,6,2010
52.4,54.1,51.27,43.29,37.02,32.92,37.4,39.61,43.07,50.51,49.38,50.59,75.76,106.7,175.2,177.1,97.13,82.36,83.89,70.0,69.4,74.59,76.54,64.14,2010-01-18,18,08,1,027,0,2010
66.52,59.08,54.54,48.86,42.37,40.93,45.22,49.21,56.11,57.3,66.37,60.32,67.59,62.22,62.27,60.79,53.67,61.64,70.62,68.55,71.66,65.21,65.63,74.1,2010-01-19,19,08,1,027,1,2010
78.34,77.09,51.16,38.66,35.04,37.84,53.41,69.46,93.42,71.74,87.73,137.8,72.7,46.23,45.7,35.47,32.66,43.92,60.99,59.09,64.12,101.5,114.6,126.9,2010-01-20,20,08,1,027,2,2010
112.4,76.14,69.93,57.71,65.41,57.99,68.55,88.2,91.24,95.14,130.6,125.7,68.91,66.15,82.97,99.08,97.2,108.3,129.3,157.7,181.0,153.8,119.2,106.9,2010-01-21,21,08,1,027,3,2010
85.34,52.83,47.66,36.13,42.78,40.03,47.4,59.77,75.18,62.44,77.24,78.29,103.1,129.7,58.55,60.14,87.71,105.0,116.8,93.24,101.6,108.3,102.6,99.38,2010-01-22,22,08,1,027,4,2010
80.73,81.21,81.84,64.87,54.03,48.33,47.66,40.5,41.7,49.34,52.4,100.8,63.93,42.85,38.79,31.26,30.56,31.43,43.92,54.85,62.41,59.09,59.75,42.08,2010-01-23,23,08,1,027,5,2010
50.74,69.07,63.16,59.94,55.86,50.95,54.8,48.73,44.68,38.04,43.4,53.12,53.63,33.75,23.49,14.69,20.22,20.39,23.11,27.27,52.01,45.36,39.65,18.33,2010-01-24,24,08,1,027,6,2010
15.66,18.62,12.7,12.43,13.68,22.89,33.56,56.1,72.86,55.4,55.22,28.48,17.59,21.61,20.52,27.49,19.31,23.62,27.46,38.4,23.84,21.43,20.17,21.33,2010-01-25,25,08,1,027,0,2010
16.39,13.76,13.18,11.63,13.64,22.12,39.32,44.95,55.44,46.55,44.08,38.92,47.03,31.67,28.07,23.55,23.41,19.71,21.63,69.52,50.57,52.82,55.98,47.52,2010-01-26,26,08,1,027,1,2010
31.98,23.95,15.95,13.02,18.35,23.64,45.06,45.99,86.99,63.13,38.5,29.53,27.92,25.85,24.14,20.05,20.55,34.67,47.63,45.24,43.0,40.05,38.89,41.94,2010-01-27,27,08,1,027,2,2010
56.46,34.64,32.46,30.57,38.09,50.53,75.66,97.62,128.6,93.44,114.1,113.0,118.9,116.4,115.2,113.0,102.0,68.78,55.45,56.37,57.54,60.65,51.84,55.63,2010-01-28,28,08,1,027,3,2010
54.84,77.98,73.03,70.02,74.11,68.75,88.4,111.4,115.6,123.2,156.6,137.8,147.4,94.4,66.87,60.62,64.08,29.49,41.59,40.14,48.38,39.88,36.58,26.42,2010-01-29,29,08,1,027,4,2010
20.63,22.0,22.76,30.46,59.92,70.27,83.85,87.71,69.24,81.06,40.5,21.51,20.89,19.33,18.1,17.98,16.01,18.52,25.46,27.1,42.13,47.94,52.76,31.49,2010-01-30,30,08,1,027,5,2010
21.81,18.92,23.25,23.7,28.57,20.98,22.7,30.57,59.53,49.67,35.24,23.44,18.2,20.36,20.32,19.06,23.09,35.55,48.43,33.27,29.84,28.96,23.16,26.78,2010-01-31,31,08,1,027,6,2010
22.36,31.55,26.58,24.91,36.73,38.51,53.85,76.93,88.02,66.22,37.74,27.61,32.54,31.34,28.75,29.86,28.22,34.63,29.64,48.7,94.51,43.13,79.39,66.23,2010-02-01,1,08,2,027,0,2010
46.14,56.53,48.71,31.15,48.14,50.67,75.79,92.8,104.9,104.4,93.96,71.63,71.19,65.1,65.75,44.6,42.61,54.15,88.33,160.4,204.5,149.8,107.9,93.75,2010-02-02,2,08,2,027,1,2010
84.57,72.5,62.99,48.84,41.29,55.31,64.29,81.01,91.97,89.26,103.2,85.45,91.39,83.96,64.83,64.95,52.95,73.37,112.9,144.3,175.4,184.4,135.9,103.3,2010-02-03,3,08,2,027,2,2010
87.4,76.51,67.75,51.95,58.79,51.06,66.19,92.58,99.61,92.02,82.15,79.16,79.78,69.35,78.65,65.02,57.37,66.83,74.17,73.5,68.17,65.61,58.94,33.73,2010-02-04,4,08,2,027,3,2010
25.76,21.41,22.06,19.54,18.96,21.31,34.94,53.64,80.21,74.89,61.56,43.98,33.55,32.22,37.2,36.91,38.07,36.98,41.53,46.44,54.4,82.95,85.02,48.73,2010-02-05,5,08,2,027,4,2010
48.61,32.71,27.43,29.47,22.06,27.48,29.22,34.98,39.56,59.79,24.5,18.69,15.38,16.84,16.9,18.16,17.34,23.08,34.28,71.06,87.6,95.85,118.7,100.9,2010-02-06,6,08,2,027,5,2010
90.21,80.62,71.4,60.7,50.15,48.27,55.22,62.0,56.02,53.67,60.08,76.94,59.4,69.87,63.3,48.02,44.75,52.96,66.53,89.63,101.1,101.4,104.9,100.1,2010-02-07,7,08,2,027,6,2010
88.59,77.49,66.9,53.16,53.32,54.19,49.63,61.78,75.44,77.67,85.79,86.16,72.14,67.6,49.79,68.95,122.1,53.34,53.0,63.06,108.7,78.3,73.86,96.2,2010-02-08,8,08,2,027,0,2010
80.18,40.2,64.78,35.46,29.07,44.2,48.92,84.9,104.9,92.59,61.21,44.49,37.86,36.51,35.48,40.36,30.06,46.31,56.47,63.83,60.4,48.07,47.22,30.4,2010-02-09,9,08,2,027,1,2010
35.17,25.67,33.59,19.14,36.21,30.74,69.21,94.47,59.29,58.92,60.33,54.27,48.94,51.2,64.69,59.18,52.48,66.01,71.03,72.52,62.58,39.4,30.71,20.71,2010-02-10,10,08,2,027,2,2010
16.86,20.04,15.87,12.84,13.65,27.14,43.77,44.26,79.48,48.64,32.72,26.97,42.86,45.7,42.44,47.73,42.75,39.86,47.7,63.9,45.9,42.9,33.17,34.73,2010-02-11,11,08,2,027,3,2010
31.48,40.51,25.29,16.88,21.71,24.89,28.95,55.96,108.3,69.33,60.71,65.25,44.42,41.06,35.05,27.65,28.02,27.26,27.98,37.57,84.23,73.4,54.31,33.57,2010-02-12,12,08,2,027,4,2010
18.41,23.81,21.21,15.77,17.97,16.72,55.93,60.89,51.71,37.77,24.73,20.27,17.56,17.97,14.93,15.74,12.78,19.66,19.0,27.78,56.17,55.95,41.73,34.21,2010-02-13,13,08,2,027,5,2010
32.0,21.79,14.62,20.82,25.28,35.68,55.2,70.35,60.13,46.57,31.54,23.42,16.53,15.64,16.25,19.33,20.42,26.32,34.5,59.05,85.71,106.9,104.1,84.75,2010-02-14,14,08,2,027,6,2010
69.73,53.31,38.42,27.3,28.35,33.62,58.78,60.47,64.17,60.19,45.14,51.03,44.01,47.96,41.81,34.73,33.81,35.14,42.23,45.8,56.67,45.44,41.95,34.47,2010-02-15,15,08,2,027,0,2010
35.42,31.21,18.0,17.77,18.33,18.16,39.73,48.75,54.22,53.74,47.47,45.18,53.76,53.13,53.65,53.67,52.17,57.49,62.34,68.24,80.29,85.14,79.49,66.79,2010-02-16,16,08,2,027,1,2010
61.94,60.73,29.22,30.61,31.46,35.98,46.57,45.87,50.38,55.36,55.7,56.26,61.3,77.3,137.1,76.72,59.83,46.92,51.29,54.55,51.94,47.15,45.71,35.84,2010-02-17,17,08,2,027,2,2010
24.72,21.09,18.92,19.77,23.16,49.66,64.85,64.46,77.61,75.26,67.32,66.95,74.46,68.81,44.92,60.33,51.07,53.5,76.97,90.87,82.55,74.77,58.66,53.91,2010-02-18,18,08,2,027,3,2010
42.54,35.69,54.67,48.07,49.97,44.7,65.9,95.28,118.3,90.24,86.27,75.48,50.99,43.65,48.82,61.26,59.85,58.11,55.78,68.92,52.71,34.91,45.53,51.48,2010-02-19,19,08,2,027,4,2010
31.03,36.99,23.5,33.23,22.35,22.13,38.46,29.74,40.16,48.68,32.43,24.76,23.51,31.53,32.15,28.15,27.8,29.1,36.84,45.95,73.47,84.54,100.0,73.96,2010-02-20,20,08,2,027,5,2010
54.69,59.33,49.47,33.24,46.23,41.12,43.42,27.66,28.78,39.9,35.75,35.46,39.1,53.9,43.49,37.39,32.05,37.12,67.75,69.27,85.5,80.37,66.16,67.36,2010-02-21,21,08,2,027,6,2010
65.22,54.29,35.52,31.69,35.5,49.71,67.75,69.75,57.95,61.73,51.56,45.4,51.02,55.95,97.34,68.31,93.17,52.18,72.58,72.11,64.24,60.11,61.47,40.54,2010-02-22,22,08,2,027,0,2010
30.74,30.36,34.22,38.23,44.18,39.75,50.9,82.05,92.38,79.18,63.69,49.35,52.74,71.94,67.24,49.88,53.64,46.16,59.22,67.51,59.6,61.72,45.34,34.95,2010-02-23,23,08,2,027,1,2010
25.77,21.59,20.32,17.18,16.79,17.65,24.31,43.6,52.69,54.37,55.0,47.78,33.93,25.71,27.91,35.21,34.91,40.39,48.02,57.22,87.1,75.31,57.19,41.21,2010-02-24,24,08,2,027,2,2010
39.53,30.09,37.13,32.49,34.54,28.43,42.23,56.85,57.42,56.68,45.57,45.64,45.67,50.32,58.64,41.18,41.72,50.06,47.99,44.0,48.64,42.1,40.62,30.75,2010-02-25,25,08,2,027,3,2010
21.89,18.7,16.97,15.13,17.07,26.76,41.02,81.22,105.3,111.3,101.4,109.5,67.43,43.91,47.66,49.4,45.94,48.14,52.68,74.1,103.4,112.2,114.1,104.7,2010-02-26,26,08,2,027,4,2010
95.22,81.62,62.84,35.36,28.32,32.41,32.42,47.66,58.88,52.83,51.5,51.67,88.93,78.57,46.79,38.21,38.8,35.02,32.51,30.02,27.29,23.6,22.88,17.39,2010-02-27,27,08,2,027,5,2010
15.56,15.42,15.79,15.43,14.72,15.71,16.55,18.49,23.72,30.11,39.31,35.34,23.65,24.19,24.53,18.84,19.0,22.17,32.92,49.07,68.06,60.92,57.31,50.31,2010-02-28,28,08,2,027,6,2010
34.37,18.79,16.01,13.8,12.87,13.63,23.14,33.49,50.25,58.4,56.02,49.45,32.79,32.3,26.59,27.92,25.91,29.76,38.11,57.53,69.45,104.8,106.5,96.69,2010-03-01,1,08,3,027,0,2010
79.21,51.72,51.21,42.13,28.48,24.71,41.2,58.11,85.99,71.48,38.83,24.59,19.3,22.88,24.08,27.35,30.9,28.37,40.13,34.98,28.22,29.5,35.61,40.89,2010-03-02,2,08,3,027,1,2010
44.8,32.93,19.89,16.41,18.76,19.81,30.16,44.77,73.91,96.2,102.8,91.57,52.61,31.88,24.19,25.23,23.82,26.16,46.7,82.09,68.33,78.15,75.85,70.12,2010-03-03,3,08,3,027,2,2010
81.36,81.82,71.72,66.62,61.47,69.59,79.42,89.32,104.6,122.5,100.1,79.18,30.66,20.64,23.37,29.91,28.64,38.09,62.23,76.55,87.96,58.77,67.91,89.08,2010-03-04,4,08,3,027,3,2010
84.84,63.78,33.34,23.28,33.9,17.68,40.59,42.5,43.04,51.34,43.24,39.77,38.36,37.9,52.98,44.87,41.26,54.28,47.09,51.79,25.97,31.76,30.12,33.75,2010-03-05,5,08,3,027,4,2010
16.25,14.86,12.47,12.8,10.49,11.49,16.68,24.18,26.71,30.39,31.09,24.75,31.65,23.67,34.03,27.81,38.92,47.23,60.76,50.38,61.63,46.44,49.99,32.38,2010-03-06,6,08,3,027,5,2010
29.83,28.88,30.11,23.2,21.15,37.74,53.17,48.38,48.27,44.42,27.27,30.6,35.52,41.5,43.64,46.92,40.99,42.94,61.22,52.91,53.12,43.5,23.45,18.3,2010-03-07,7,08,3,027,6,2010
13.39,12.21,13.14,12.9,12.98,12.43,40.74,49.91,46.05,38.89,25.7,19.66,19.36,26.15,23.42,26.58,25.15,34.1,34.81,45.54,53.34,42.2,31.09,23.79,2010-03-08,8,08,3,027,0,2010
40.74,36.04,19.71,17.19,16.82,20.07,70.3,95.66,87.2,57.43,64.34,26.11,26.89,26.94,24.18,27.22,30.22,34.29,36.82,48.3,57.11,31.16,28.43,21.24,2010-03-09,9,08,3,027,1,2010
