date,day,hour,measure,month,weekday,year,period
2018-01-23 17:00:00,23,17,84.0,1,1,2018,Without pedestrianization
2018-01-23 18:00:00,23,18,94.0,1,1,2018,Without pedestrianization
2018-01-23 19:00:00,23,19,103.0,1,1,2018,Without pedestrianization
2018-01-23 20:00:00,23,20,105.0,1,1,2018,Without pedestrianization
2018-01-23 21:00:00,23,21,87.0,1,1,2018,Without pedestrianization
2018-01-23 22:00:00,23,22,87.0,1,1,2018,Without pedestrianization
2018-01-23 23:00:00,23,23,84.0,1,1,2018,Without pedestrianization
2018-01-24 00:00:00,24,0,67.0,1,2,2018,Without pedestrianization
2018-01-24 01:00:00,24,1,61.0,1,2,2018,Without pedestrianization
2018-01-24 02:00:00,24,2,58.0,1,2,2018,Without pedestrianization
2018-01-24 03:00:00,24,3,51.0,1,2,2018,Without pedestrianization
2018-01-24 04:00:00,24,4,48.0,1,2,2018,Without pedestrianization
2018-01-24 05:00:00,24,5,39.0,1,2,2018,Without pedestrianization
2018-01-24 06:00:00,24,6,43.0,1,2,2018,Without pedestrianization
2018-01-24 07:00:00,24,7,48.0,1,2,2018,Without pedestrianization
2018-01-24 08:00:00,24,8,69.0,1,2,2018,Without pedestrianization
2018-01-24 09:00:00,24,9,82.0,1,2,2018,Without pedestrianization
2018-01-24 10:00:00,24,10,87.0,1,2,2018,Without pedestrianization
2018-01-24 11:00:00,24,11,74.0,1,2,2018,Without pedestrianization
2018-01-24 12:00:00,24,12,73.0,1,2,2018,Without pedestrianization
2018-01-24 13:00:00,24,13,68.0,1,2,2018,Without pedestrianization
2018-01-24 14:00:00,24,14,72.0,1,2,2018,Without pedestrianization
2018-01-24 15:00:00,24,15,68.0,1,2,2018,Without pedestrianization
2018-01-24 16:00:00,24,16,68.0,1,2,2018,Without pedestrianization
2018-01-24 17:00:00,24,17,78.0,1,2,2018,Without pedestrianization
2018-01-24 18:00:00,24,18,86.0,1,2,2018,Without pedestrianization
2018-01-24 19:00:00,24,19,91.0,1,2,2018,Without pedestrianization
2018-01-24 20:00:00,24,20,96.0,1,2,2018,Without pedestrianization
2018-01-24 21:00:00,24,21,97.0,1,2,2018,Without pedestrianization
2018-01-24 22:00:00,24,22,96.0,1,2,2018,Without pedestrianization
2018-01-24 23:00:00,24,23,93.0,1,2,2018,Without pedestrianization
2018-01-25 00:00:00,25,0,77.0,1,3,2018,Without pedestrianization
2018-01-25 01:00:00,25,1,92.0,1,3,2018,Without pedestrianization
2018-01-25 02:00:00,25,2,81.0,1,3,2018,Without pedestrianization
2018-01-25 03:00:00,25,3,70.0,1,3,2018,Without pedestrianization
2018-01-25 04:00:00,25,4,59.0,1,3,2018,Without pedestrianization
2018-01-25 05:00:00,25,5,54.0,1,3,2018,Without pedestrianization
2018-01-25 06:00:00,25,6,56.0,1,3,2018,Without pedestrianization
2018-01-25 07:00:00,25,7,60.0,1,3,2018,Without pedestrianization
2018-01-25 08:00:00,25,8,75.0,1,3,2018,Without pedestrianization
2018-01-25 09:00:00,25,9,85.0,1,3,2018,Without pedestrianization
2018-01-25 10:00:00,25,10,82.0,1,3,2018,Without pedestrianization
2018-01-25 11:00:00,25,11,87.0,1,3,2018,Without pedestrianization
2018-01-25 12:00:00,25,12,72.0,1,3,2018,Without pedestrianization
2018-01-25 13:00:00,25,13,56.0,1,3,2018,Without pedestrianization
2018-01-25 14:00:00,25,14,48.0,1,3,2018,Without pedestrianization
2018-01-25 15:00:00,25,15,53.0,1,3,2018,Without pedestrianization
2018-01-25 16:00:00,25,16,53.0,1,3,2018,Without pedestrianization
2018-01-25 17:00:00,25,17,48.0,1,3,2018,Without pedestrianization
2018-01-25 18:00:00,25,18,46.0,1,3,2018,Without pedestrianization
2018-01-25 19:00:00,25,19,45.0,1,3,2018,Without pedestrianization
2018-01-25 20:00:00,25,20,45.0,1,3,2018,Without pedestrianization
2018-01-25 21:00:00,25,21,38.0,1,3,2018,Without pedestrianization
2018-01-25 22:00:00,25,22,44.0,1,3,2018,Without pedestrianization
2018-01-25 23:00:00,25,23,53.0,1,3,2018,Without pedestrianization
2018-01-26 00:00:00,26,0,50.0,1,4,2018,Without pedestrianization
2018-01-26 01:00:00,26,1,35.0,1,4,2018,Without pedestrianization
2018-01-26 02:00:00,26,2,34.0,1,4,2018,Without pedestrianization
2018-01-26 03:00:00,26,3,32.0,1,4,2018,Without pedestrianization
2018-01-26 04:00:00,26,4,26.0,1,4,2018,Without pedestrianization
2018-01-26 05:00:00,26,5,30.0,1,4,2018,Without pedestrianization
2018-01-26 06:00:00,26,6,37.0,1,4,2018,Without pedestrianization
2018-01-26 07:00:00,26,7,59.0,1,4,2018,Without pedestrianization
2018-01-26 08:00:00,26,8,81.0,1,4,2018,Without pedestrianization
2018-01-26 09:00:00,26,9,86.0,1,4,2018,Without pedestrianization
2018-01-26 10:00:00,26,10,72.0,1,4,2018,Without pedestrianization
2018-01-26 11:00:00,26,11,55.0,1,4,2018,Without pedestrianization
2018-01-26 12:00:00,26,12,54.0,1,4,2018,Without pedestrianization
2018-01-26 13:00:00,26,13,53.0,1,4,2018,Without pedestrianization
2018-01-26 14:00:00,26,14,53.0,1,4,2018,Without pedestrianization
2018-01-26 15:00:00,26,15,48.0,1,4,2018,Without pedestrianization
2018-01-26 16:00:00,26,16,46.0,1,4,2018,Without pedestrianization
2018-01-26 17:00:00,26,17,53.0,1,4,2018,Without pedestrianization
2018-01-26 18:00:00,26,18,57.0,1,4,2018,Without pedestrianization
2018-01-26 19:00:00,26,19,63.0,1,4,2018,Without pedestrianization
2018-01-26 20:00:00,26,20,73.0,1,4,2018,Without pedestrianization
2018-01-26 21:00:00,26,21,67.0,1,4,2018,Without pedestrianization
2018-01-26 22:00:00,26,22,54.0,1,4,2018,Without pedestrianization
2018-01-26 23:00:00,26,23,45.0,1,4,2018,Without pedestrianization
2018-01-27 00:00:00,27,0,42.0,1,5,2018,Without pedestrianization
2018-01-27 01:00:00,27,1,49.0,1,5,2018,Without pedestrianization
2018-01-27 02:00:00,27,2,41.0,1,5,2018,Without pedestrianization
2018-01-27 03:00:00,27,3,33.0,1,5,2018,Without pedestrianization
2018-01-27 04:00:00,27,4,32.0,1,5,2018,Without pedestrianization
2018-01-27 05:00:00,27,5,51.0,1,5,2018,Without pedestrianization
2018-01-27 06:00:00,27,6,42.0,1,5,2018,Without pedestrianization
2018-01-27 07:00:00,27,7,46.0,1,5,2018,Without pedestrianization
2018-01-27 08:00:00,27,8,49.0,1,5,2018,Without pedestrianization
2018-01-27 09:00:00,27,9,52.0,1,5,2018,Without pedestrianization
2018-01-27 10:00:00,27,10,50.0,1,5,2018,Without pedestrianization
2018-01-27 11:00:00,27,11,43.0,1,5,2018,Without pedestrianization
2018-01-27 12:00:00,27,12,43.0,1,5,2018,Without pedestrianization
2018-01-27 13:00:00,27,13,49.0,1,5,2018,Without pedestrianization
2018-01-27 14:00:00,27,14,51.0,1,5,2018,Without pedestrianization
2018-01-27 15:00:00,27,15,48.0,1,5,2018,Without pedestrianization
2018-01-27 16:00:00,27,16,46.0,1,5,2018,Without pedestrianization
2018-01-27 17:00:00,27,17,51.0,1,5,2018,Without pedestrianization
2018-01-27 18:00:00,27,18,54.0,1,5,2018,Without pedestrianization
2018-01-27 19:00:00,27,19,54.0,1,5,2018,Without pedestrianization
2018-01-27 20:00:00,27,20,61.0,1,5,2018,Without pedestrianization
2018-01-27 21:00:00,27,21,55.0,1,5,2018,Without pedestrianization
2018-01-27 22:00:00,27,22,55.0,1,5,2018,Without pedestrianization
2018-01-27 23:00:00,27,23,47.0,1,5,2018,Without pedestrianization
2018-01-28 00:00:00,28,0,50.0,1,6,2018,Without pedestrianization
2018-01-28 01:00:00,28,1,53.0,1,6,2018,Without pedestrianization
2018-01-28 02:00:00,28,2,46.0,1,6,2018,Without pedestrianization
2018-01-28 03:00:00,28,3,34.0,1,6,2018,Without pedestrianization
2018-01-28 04:00:00,28,4,32.0,1,6,2018,Without pedestrianization
2018-01-28 05:00:00,28,5,30.0,1,6,2018,Without pedestrianization
2018-01-28 06:00:00,28,6,40.0,1,6,2018,Without pedestrianization
2018-01-28 07:00:00,28,7,30.0,1,6,2018,Without pedestrianization
2018-01-28 08:00:00,28,8,33.0,1,6,2018,Without pedestrianization
2018-01-28 09:00:00,28,9,39.0,1,6,2018,Without pedestrianization
2018-01-28 10:00:00,28,10,34.0,1,6,2018,Without pedestrianization
2018-01-28 11:00:00,28,11,38.0,1,6,2018,Without pedestrianization
2018-01-28 12:00:00,28,12,36.0,1,6,2018,Without pedestrianization
2018-01-28 13:00:00,28,13,40.0,1,6,2018,Without pedestrianization
2018-01-28 14:00:00,28,14,42.0,1,6,2018,Without pedestrianization
2018-01-28 15:00:00,28,15,39.0,1,6,2018,Without pedestrianization
2018-01-28 16:00:00,28,16,46.0,1,6,2018,Without pedestrianization
2018-01-28 17:00:00,28,17,47.0,1,6,2018,Without pedestrianization
2018-01-28 18:00:00,28,18,61.0,1,6,2018,Without pedestrianization
2018-01-28 19:00:00,28,19,70.0,1,6,2018,Without pedestrianization
2018-01-28 20:00:00,28,20,62.0,1,6,2018,Without pedestrianization
2018-01-28 21:00:00,28,21,60.0,1,6,2018,Without pedestrianization
2018-01-28 22:00:00,28,22,51.0,1,6,2018,Without pedestrianization
2018-01-28 23:00:00,28,23,44.0,1,6,2018,Without pedestrianization
2018-01-29 00:00:00,29,0,41.0,1,0,2018,Without pedestrianization
2018-01-29 01:00:00,29,1,50.0,1,0,2018,Without pedestrianization
2018-01-29 02:00:00,29,2,39.0,1,0,2018,Without pedestrianization
2018-01-29 03:00:00,29,3,43.0,1,0,2018,Without pedestrianization
2018-01-29 04:00:00,29,4,44.0,1,0,2018,Without pedestrianization
2018-01-29 05:00:00,29,5,42.0,1,0,2018,Without pedestrianization
2018-01-29 06:00:00,29,6,59.0,1,0,2018,Without pedestrianization
2018-01-29 07:00:00,29,7,74.0,1,0,2018,Without pedestrianization
2018-01-29 08:00:00,29,8,81.0,1,0,2018,Without pedestrianization
2018-01-29 09:00:00,29,9,92.0,1,0,2018,Without pedestrianization
2018-01-29 10:00:00,29,10,89.0,1,0,2018,Without pedestrianization
2018-01-29 11:00:00,29,11,47.647844674029216,1,0,2018,Without pedestrianization
2018-01-29 12:00:00,29,12,98.0,1,0,2018,Without pedestrianization
2018-01-29 13:00:00,29,13,86.0,1,0,2018,Without pedestrianization
2018-01-29 14:00:00,29,14,80.0,1,0,2018,Without pedestrianization
2018-01-29 15:00:00,29,15,67.0,1,0,2018,Without pedestrianization
2018-01-29 16:00:00,29,16,64.0,1,0,2018,Without pedestrianization
2018-01-29 17:00:00,29,17,73.0,1,0,2018,Without pedestrianization
2018-01-29 18:00:00,29,18,79.0,1,0,2018,Without pedestrianization
2018-01-29 19:00:00,29,19,92.0,1,0,2018,Without pedestrianization
2018-01-29 20:00:00,29,20,102.0,1,0,2018,Without pedestrianization
2018-01-29 21:00:00,29,21,112.0,1,0,2018,Without pedestrianization
2018-01-29 22:00:00,29,22,95.0,1,0,2018,Without pedestrianization
2018-01-29 23:00:00,29,23,84.0,1,0,2018,Without pedestrianization
2018-01-30 00:00:00,30,0,77.0,1,1,2018,Without pedestrianization
2018-01-30 01:00:00,30,1,62.0,1,1,2018,Without pedestrianization
2018-01-30 02:00:00,30,2,70.0,1,1,2018,Without pedestrianization
2018-01-30 03:00:00,30,3,62.0,1,1,2018,Without pedestrianization
2018-01-30 04:00:00,30,4,56.0,1,1,2018,Without pedestrianization
2018-01-30 05:00:00,30,5,54.0,1,1,2018,Without pedestrianization
2018-01-30 06:00:00,30,6,45.0,1,1,2018,Without pedestrianization
2018-01-30 07:00:00,30,7,60.0,1,1,2018,Without pedestrianization
2018-01-30 08:00:00,30,8,79.0,1,1,2018,Without pedestrianization
2018-01-30 09:00:00,30,9,86.0,1,1,2018,Without pedestrianization
2018-01-30 10:00:00,30,10,85.0,1,1,2018,Without pedestrianization
2018-01-30 11:00:00,30,11,79.0,1,1,2018,Without pedestrianization
2018-01-30 12:00:00,30,12,75.0,1,1,2018,Without pedestrianization
2018-01-30 13:00:00,30,13,64.0,1,1,2018,Without pedestrianization
2018-01-30 14:00:00,30,14,65.0,1,1,2018,Without pedestrianization
2018-01-30 15:00:00,30,15,58.0,1,1,2018,Without pedestrianization
2018-01-30 16:00:00,30,16,60.0,1,1,2018,Without pedestrianization
2018-01-30 17:00:00,30,17,67.0,1,1,2018,Without pedestrianization
2018-01-30 18:00:00,30,18,81.0,1,1,2018,Without pedestrianization
2018-01-30 19:00:00,30,19,90.0,1,1,2018,Without pedestrianization
2018-01-30 20:00:00,30,20,98.0,1,1,2018,Without pedestrianization
2018-01-30 21:00:00,30,21,111.0,1,1,2018,Without pedestrianization
2018-01-30 22:00:00,30,22,105.0,1,1,2018,Without pedestrianization
2018-01-30 23:00:00,30,23,90.0,1,1,2018,Without pedestrianization
2018-01-31 00:00:00,31,0,86.0,1,2,2018,Without pedestrianization
2018-01-31 01:00:00,31,1,72.0,1,2,2018,Without pedestrianization
2018-01-31 02:00:00,31,2,61.0,1,2,2018,Without pedestrianization
2018-01-31 03:00:00,31,3,60.0,1,2,2018,Without pedestrianization
2018-01-31 04:00:00,31,4,66.0,1,2,2018,Without pedestrianization
2018-01-31 05:00:00,31,5,49.0,1,2,2018,Without pedestrianization
2018-01-31 06:00:00,31,6,59.0,1,2,2018,Without pedestrianization
2018-01-31 07:00:00,31,7,73.0,1,2,2018,Without pedestrianization
2018-01-31 08:00:00,31,8,85.0,1,2,2018,Without pedestrianization
2018-01-31 09:00:00,31,9,90.0,1,2,2018,Without pedestrianization
2018-01-31 10:00:00,31,10,95.0,1,2,2018,Without pedestrianization
2018-01-31 11:00:00,31,11,105.0,1,2,2018,Without pedestrianization
2018-01-31 12:00:00,31,12,98.0,1,2,2018,Without pedestrianization
2018-01-31 13:00:00,31,13,88.0,1,2,2018,Without pedestrianization
2018-01-31 14:00:00,31,14,80.0,1,2,2018,Without pedestrianization
2018-01-31 15:00:00,31,15,75.0,1,2,2018,Without pedestrianization
2018-01-31 16:00:00,31,16,80.0,1,2,2018,Without pedestrianization
2018-01-31 17:00:00,31,17,83.0,1,2,2018,Without pedestrianization
2018-01-31 18:00:00,31,18,94.0,1,2,2018,Without pedestrianization
2018-01-31 19:00:00,31,19,103.0,1,2,2018,Without pedestrianization
2018-01-31 20:00:00,31,20,109.0,1,2,2018,Without pedestrianization
2018-01-31 21:00:00,31,21,112.0,1,2,2018,Without pedestrianization
2018-01-31 22:00:00,31,22,118.0,1,2,2018,Without pedestrianization
2018-01-31 23:00:00,31,23,90.0,1,2,2018,Without pedestrianization
2018-02-01 00:00:00,1,0,81.0,2,3,2018,Without pedestrianization
2018-02-01 01:00:00,1,1,78.0,2,3,2018,Without pedestrianization
2018-02-01 02:00:00,1,2,75.0,2,3,2018,Without pedestrianization
2018-02-01 03:00:00,1,3,67.0,2,3,2018,Without pedestrianization
2018-02-01 04:00:00,1,4,62.0,2,3,2018,Without pedestrianization
2018-02-01 05:00:00,1,5,67.0,2,3,2018,Without pedestrianization
2018-02-01 06:00:00,1,6,65.0,2,3,2018,Without pedestrianization
2018-02-01 07:00:00,1,7,71.0,2,3,2018,Without pedestrianization
2018-02-01 08:00:00,1,8,82.0,2,3,2018,Without pedestrianization
2018-02-01 09:00:00,1,9,81.0,2,3,2018,Without pedestrianization
2018-02-01 10:00:00,1,10,79.0,2,3,2018,Without pedestrianization
2018-02-01 11:00:00,1,11,77.0,2,3,2018,Without pedestrianization
2018-02-01 12:00:00,1,12,82.0,2,3,2018,Without pedestrianization
2018-02-01 13:00:00,1,13,85.0,2,3,2018,Without pedestrianization
2018-02-01 14:00:00,1,14,60.0,2,3,2018,Without pedestrianization
2018-02-01 15:00:00,1,15,71.0,2,3,2018,Without pedestrianization
2018-02-01 16:00:00,1,16,63.0,2,3,2018,Without pedestrianization
2018-02-01 17:00:00,1,17,55.0,2,3,2018,Without pedestrianization
2018-02-01 18:00:00,1,18,55.0,2,3,2018,Without pedestrianization
2018-02-01 19:00:00,1,19,54.0,2,3,2018,Without pedestrianization
2018-02-01 20:00:00,1,20,57.0,2,3,2018,Without pedestrianization
2018-02-01 21:00:00,1,21,56.0,2,3,2018,Without pedestrianization
2018-02-01 22:00:00,1,22,56.0,2,3,2018,Without pedestrianization
2018-02-01 23:00:00,1,23,47.0,2,3,2018,Without pedestrianization
2018-02-02 00:00:00,2,0,42.0,2,4,2018,Without pedestrianization
2018-02-02 01:00:00,2,1,39.0,2,4,2018,Without pedestrianization
2018-02-02 02:00:00,2,2,33.0,2,4,2018,Without pedestrianization
2018-02-02 03:00:00,2,3,36.0,2,4,2018,Without pedestrianization
2018-02-02 04:00:00,2,4,33.0,2,4,2018,Without pedestrianization
2018-02-02 05:00:00,2,5,36.0,2,4,2018,Without pedestrianization
2018-02-02 06:00:00,2,6,44.0,2,4,2018,Without pedestrianization
2018-02-02 07:00:00,2,7,67.0,2,4,2018,Without pedestrianization
2018-02-02 08:00:00,2,8,82.0,2,4,2018,Without pedestrianization
2018-02-02 09:00:00,2,9,70.0,2,4,2018,Without pedestrianization
2018-02-02 10:00:00,2,10,64.0,2,4,2018,Without pedestrianization
2018-02-02 11:00:00,2,11,55.0,2,4,2018,Without pedestrianization
2018-02-02 12:00:00,2,12,53.0,2,4,2018,Without pedestrianization
2018-02-02 13:00:00,2,13,53.0,2,4,2018,Without pedestrianization
2018-02-02 14:00:00,2,14,50.0,2,4,2018,Without pedestrianization
2018-02-02 15:00:00,2,15,47.0,2,4,2018,Without pedestrianization
2018-02-02 16:00:00,2,16,48.0,2,4,2018,Without pedestrianization
2018-02-02 17:00:00,2,17,54.0,2,4,2018,Without pedestrianization
2018-02-02 18:00:00,2,18,59.0,2,4,2018,Without pedestrianization
2018-02-02 19:00:00,2,19,69.0,2,4,2018,Without pedestrianization
2018-02-02 20:00:00,2,20,72.0,2,4,2018,Without pedestrianization
2018-02-02 21:00:00,2,21,76.0,2,4,2018,Without pedestrianization
2018-02-02 22:00:00,2,22,90.0,2,4,2018,Without pedestrianization
2018-02-02 23:00:00,2,23,88.0,2,4,2018,Without pedestrianization
2018-02-03 00:00:00,3,0,80.0,2,5,2018,Without pedestrianization
2018-02-03 01:00:00,3,1,82.0,2,5,2018,Without pedestrianization
2018-02-03 02:00:00,3,2,73.0,2,5,2018,Without pedestrianization
2018-02-03 03:00:00,3,3,53.0,2,5,2018,Without pedestrianization
2018-02-03 04:00:00,3,4,40.0,2,5,2018,Without pedestrianization
2018-02-03 05:00:00,3,5,39.0,2,5,2018,Without pedestrianization
2018-02-03 06:00:00,3,6,45.0,2,5,2018,Without pedestrianization
2018-02-03 07:00:00,3,7,45.0,2,5,2018,Without pedestrianization
2018-02-03 08:00:00,3,8,49.0,2,5,2018,Without pedestrianization
2018-02-03 09:00:00,3,9,52.0,2,5,2018,Without pedestrianization
2018-02-03 10:00:00,3,10,47.0,2,5,2018,Without pedestrianization
2018-02-03 11:00:00,3,11,41.0,2,5,2018,Without pedestrianization
2018-02-03 12:00:00,3,12,37.0,2,5,2018,Without pedestrianization
2018-02-03 13:00:00,3,13,33.0,2,5,2018,Without pedestrianization
2018-02-03 14:00:00,3,14,36.0,2,5,2018,Without pedestrianization
2018-02-03 15:00:00,3,15,34.0,2,5,2018,Without pedestrianization
2018-02-03 16:00:00,3,16,29.0,2,5,2018,Without pedestrianization
2018-02-03 17:00:00,3,17,33.0,2,5,2018,Without pedestrianization
2018-02-03 18:00:00,3,18,44.0,2,5,2018,Without pedestrianization
2018-02-03 19:00:00,3,19,53.0,2,5,2018,Without pedestrianization
2018-02-03 20:00:00,3,20,59.0,2,5,2018,Without pedestrianization
2018-02-03 21:00:00,3,21,63.0,2,5,2018,Without pedestrianization
2018-02-03 22:00:00,3,22,55.0,2,5,2018,Without pedestrianization
2018-02-03 23:00:00,3,23,43.0,2,5,2018,Without pedestrianization
2018-02-04 00:00:00,4,0,35.0,2,6,2018,Without pedestrianization
2018-02-04 01:00:00,4,1,34.0,2,6,2018,Without pedestrianization
2018-02-04 02:00:00,4,2,34.0,2,6,2018,Without pedestrianization
2018-02-04 03:00:00,4,3,30.0,2,6,2018,Without pedestrianization
2018-02-04 04:00:00,4,4,32.0,2,6,2018,Without pedestrianization
2018-02-04 05:00:00,4,5,42.0,2,6,2018,Without pedestrianization
2018-02-04 06:00:00,4,6,44.0,2,6,2018,Without pedestrianization
2018-02-04 07:00:00,4,7,39.0,2,6,2018,Without pedestrianization
2018-02-04 08:00:00,4,8,41.0,2,6,2018,Without pedestrianization
2018-02-04 09:00:00,4,9,42.0,2,6,2018,Without pedestrianization
2018-02-04 10:00:00,4,10,43.0,2,6,2018,Without pedestrianization
2018-02-04 11:00:00,4,11,48.0,2,6,2018,Without pedestrianization
2018-02-04 12:00:00,4,12,52.0,2,6,2018,Without pedestrianization
2018-02-04 13:00:00,4,13,60.0,2,6,2018,Without pedestrianization
2018-02-04 14:00:00,4,14,65.0,2,6,2018,Without pedestrianization
2018-02-04 15:00:00,4,15,61.0,2,6,2018,Without pedestrianization
2018-02-04 16:00:00,4,16,62.0,2,6,2018,Without pedestrianization
2018-02-04 17:00:00,4,17,60.0,2,6,2018,Without pedestrianization
2018-02-04 18:00:00,4,18,63.0,2,6,2018,Without pedestrianization
2018-02-04 19:00:00,4,19,66.0,2,6,2018,Without pedestrianization
2018-02-04 20:00:00,4,20,64.0,2,6,2018,Without pedestrianization
2018-02-04 21:00:00,4,21,58.0,2,6,2018,Without pedestrianization
2018-02-04 22:00:00,4,22,48.0,2,6,2018,Without pedestrianization
2018-02-04 23:00:00,4,23,45.0,2,6,2018,Without pedestrianization
2018-02-05 00:00:00,5,0,46.0,2,0,2018,Without pedestrianization
2018-02-05 01:00:00,5,1,38.0,2,0,2018,Without pedestrianization
2018-02-05 02:00:00,5,2,29.0,2,0,2018,Without pedestrianization
2018-02-05 03:00:00,5,3,31.0,2,0,2018,Without pedestrianization
2018-02-05 04:00:00,5,4,28.0,2,0,2018,Without pedestrianization
2018-02-05 05:00:00,5,5,29.0,2,0,2018,Without pedestrianization
2018-02-05 06:00:00,5,6,40.0,2,0,2018,Without pedestrianization
2018-02-05 07:00:00,5,7,57.0,2,0,2018,Without pedestrianization
2018-02-05 08:00:00,5,8,68.0,2,0,2018,Without pedestrianization
2018-02-05 09:00:00,5,9,65.0,2,0,2018,Without pedestrianization
2018-02-05 10:00:00,5,10,70.0,2,0,2018,Without pedestrianization
2018-02-05 11:00:00,5,11,73.0,2,0,2018,Without pedestrianization
2018-02-05 12:00:00,5,12,71.0,2,0,2018,Without pedestrianization
2018-02-05 13:00:00,5,13,70.0,2,0,2018,Without pedestrianization
2018-02-05 14:00:00,5,14,67.0,2,0,2018,Without pedestrianization
2018-02-05 15:00:00,5,15,65.0,2,0,2018,Without pedestrianization
2018-02-05 16:00:00,5,16,65.0,2,0,2018,Without pedestrianization
2018-02-05 17:00:00,5,17,66.0,2,0,2018,Without pedestrianization
2018-02-05 18:00:00,5,18,62.0,2,0,2018,Without pedestrianization
2018-02-05 19:00:00,5,19,60.0,2,0,2018,Without pedestrianization
2018-02-05 20:00:00,5,20,56.0,2,0,2018,Without pedestrianization
2018-02-05 21:00:00,5,21,55.0,2,0,2018,Without pedestrianization
2018-02-05 22:00:00,5,22,47.0,2,0,2018,Without pedestrianization
2018-02-05 23:00:00,5,23,41.0,2,0,2018,Without pedestrianization
2018-02-06 00:00:00,6,0,38.0,2,1,2018,Without pedestrianization
2018-02-06 01:00:00,6,1,34.0,2,1,2018,Without pedestrianization
2018-02-06 02:00:00,6,2,32.0,2,1,2018,Without pedestrianization
2018-02-06 03:00:00,6,3,28.0,2,1,2018,Without pedestrianization
2018-02-06 04:00:00,6,4,27.0,2,1,2018,Without pedestrianization
2018-02-06 05:00:00,6,5,30.0,2,1,2018,Without pedestrianization
2018-02-06 06:00:00,6,6,41.0,2,1,2018,Without pedestrianization
2018-02-06 07:00:00,6,7,58.0,2,1,2018,Without pedestrianization
2018-02-06 08:00:00,6,8,74.0,2,1,2018,Without pedestrianization
2018-02-06 09:00:00,6,9,78.0,2,1,2018,Without pedestrianization
2018-02-06 10:00:00,6,10,70.0,2,1,2018,Without pedestrianization
2018-02-06 11:00:00,6,11,61.0,2,1,2018,Without pedestrianization
2018-02-06 12:00:00,6,12,67.0,2,1,2018,Without pedestrianization
2018-02-06 13:00:00,6,13,62.0,2,1,2018,Without pedestrianization
2018-02-06 14:00:00,6,14,56.0,2,1,2018,Without pedestrianization
2018-02-06 15:00:00,6,15,55.0,2,1,2018,Without pedestrianization
2018-02-06 16:00:00,6,16,45.0,2,1,2018,Without pedestrianization
2018-02-06 17:00:00,6,17,62.0,2,1,2018,Without pedestrianization
2018-02-06 18:00:00,6,18,67.0,2,1,2018,Without pedestrianization
2018-02-06 19:00:00,6,19,69.0,2,1,2018,Without pedestrianization
2018-02-06 20:00:00,6,20,66.0,2,1,2018,Without pedestrianization
2018-02-06 21:00:00,6,21,62.0,2,1,2018,Without pedestrianization
2018-02-06 22:00:00,6,22,53.0,2,1,2018,Without pedestrianization
2018-02-06 23:00:00,6,23,53.0,2,1,2018,Without pedestrianization
2018-02-07 00:00:00,7,0,45.0,2,2,2018,Without pedestrianization
2018-02-07 01:00:00,7,1,34.0,2,2,2018,Without pedestrianization
2018-02-07 02:00:00,7,2,30.0,2,2,2018,Without pedestrianization
2018-02-07 03:00:00,7,3,30.0,2,2,2018,Without pedestrianization
2018-02-07 04:00:00,7,4,33.0,2,2,2018,Without pedestrianization
2018-02-07 05:00:00,7,5,45.0,2,2,2018,Without pedestrianization
2018-02-07 06:00:00,7,6,55.0,2,2,2018,Without pedestrianization
2018-02-07 07:00:00,7,7,67.0,2,2,2018,Without pedestrianization
2018-02-07 08:00:00,7,8,78.0,2,2,2018,Without pedestrianization
2018-02-07 09:00:00,7,9,78.0,2,2,2018,Without pedestrianization
2018-02-07 10:00:00,7,10,84.0,2,2,2018,Without pedestrianization
2018-02-07 11:00:00,7,11,70.0,2,2,2018,Without pedestrianization
2018-02-07 12:00:00,7,12,63.0,2,2,2018,Without pedestrianization
2018-02-07 13:00:00,7,13,56.0,2,2,2018,Without pedestrianization
2018-02-07 14:00:00,7,14,57.0,2,2,2018,Without pedestrianization
2018-02-07 15:00:00,7,15,56.0,2,2,2018,Without pedestrianization
2018-02-07 16:00:00,7,16,53.0,2,2,2018,Without pedestrianization
2018-02-07 17:00:00,7,17,55.0,2,2,2018,Without pedestrianization
2018-02-07 18:00:00,7,18,64.0,2,2,2018,Without pedestrianization
2018-02-07 19:00:00,7,19,73.0,2,2,2018,Without pedestrianization
2018-02-07 20:00:00,7,20,74.0,2,2,2018,Without pedestrianization
2018-02-07 21:00:00,7,21,71.0,2,2,2018,Without pedestrianization
2018-02-07 22:00:00,7,22,65.0,2,2,2018,Without pedestrianization
2018-02-07 23:00:00,7,23,50.0,2,2,2018,Without pedestrianization
2018-02-08 00:00:00,8,0,36.0,2,3,2018,Without pedestrianization
2018-02-08 01:00:00,8,1,37.0,2,3,2018,Without pedestrianization
2018-02-08 02:00:00,8,2,36.0,2,3,2018,Without pedestrianization
2018-02-08 03:00:00,8,3,29.0,2,3,2018,Without pedestrianization
2018-02-08 04:00:00,8,4,28.0,2,3,2018,Without pedestrianization
2018-02-08 05:00:00,8,5,36.0,2,3,2018,Without pedestrianization
2018-02-08 06:00:00,8,6,54.0,2,3,2018,Without pedestrianization
2018-02-08 07:00:00,8,7,71.0,2,3,2018,Without pedestrianization
2018-02-08 08:00:00,8,8,80.0,2,3,2018,Without pedestrianization
2018-02-08 09:00:00,8,9,88.0,2,3,2018,Without pedestrianization
