date,day,hour,measure,month,weekday,year,period
2019-01-27 19:00:00,27,19,31.0,1,6,2019,With pedestrianization
2019-01-27 20:00:00,27,20,27.0,1,6,2019,With pedestrianization
2019-01-27 21:00:00,27,21,26.0,1,6,2019,With pedestrianization
2019-01-27 22:00:00,27,22,20.0,1,6,2019,With pedestrianization
2019-01-27 23:00:00,27,23,15.0,1,6,2019,With pedestrianization
2019-01-28 00:00:00,28,0,11.0,1,0,2019,With pedestrianization
2019-01-28 01:00:00,28,1,12.0,1,0,2019,With pedestrianization
2019-01-28 02:00:00,28,2,9.0,1,0,2019,With pedestrianization
2019-01-28 03:00:00,28,3,9.0,1,0,2019,With pedestrianization
2019-01-28 04:00:00,28,4,17.0,1,0,2019,With pedestrianization
2019-01-28 05:00:00,28,5,9.0,1,0,2019,With pedestrianization
2019-01-28 06:00:00,28,6,12.0,1,0,2019,With pedestrianization
2019-01-28 07:00:00,28,7,45.0,1,0,2019,With pedestrianization
2019-01-28 08:00:00,28,8,73.0,1,0,2019,With pedestrianization
2019-01-28 09:00:00,28,9,65.0,1,0,2019,With pedestrianization
2019-01-28 10:00:00,28,10,45.0,1,0,2019,With pedestrianization
2019-01-28 11:00:00,28,11,47.647844674029216,1,0,2019,With pedestrianization
2019-01-28 12:00:00,28,12,25.0,1,0,2019,With pedestrianization
2019-01-28 13:00:00,28,13,16.0,1,0,2019,With pedestrianization
2019-01-28 14:00:00,28,14,11.0,1,0,2019,With pedestrianization
2019-01-28 15:00:00,28,15,13.0,1,0,2019,With pedestrianization
2019-01-28 16:00:00,28,16,19.0,1,0,2019,With pedestrianization
2019-01-28 17:00:00,28,17,27.0,1,0,2019,With pedestrianization
2019-01-28 18:00:00,28,18,33.0,1,0,2019,With pedestrianization
2019-01-28 19:00:00,28,19,28.0,1,0,2019,With pedestrianization
2019-01-28 20:00:00,28,20,24.0,1,0,2019,With pedestrianization
2019-01-28 21:00:00,28,21,21.0,1,0,2019,With pedestrianization
2019-01-28 22:00:00,28,22,18.0,1,0,2019,With pedestrianization
2019-01-28 23:00:00,28,23,19.0,1,0,2019,With pedestrianization
2019-01-29 00:00:00,29,0,10.0,1,1,2019,With pedestrianization
2019-01-29 01:00:00,29,1,10.0,1,1,2019,With pedestrianization
2019-01-29 02:00:00,29,2,11.0,1,1,2019,With pedestrianization
2019-01-29 03:00:00,29,3,10.0,1,1,2019,With pedestrianization
2019-01-29 04:00:00,29,4,8.0,1,1,2019,With pedestrianization
2019-01-29 05:00:00,29,5,8.0,1,1,2019,With pedestrianization
2019-01-29 06:00:00,29,6,9.0,1,1,2019,With pedestrianization
2019-01-29 07:00:00,29,7,36.0,1,1,2019,With pedestrianization
2019-01-29 08:00:00,29,8,51.0,1,1,2019,With pedestrianization
2019-01-29 09:00:00,29,9,55.0,1,1,2019,With pedestrianization
2019-01-29 10:00:00,29,10,45.0,1,1,2019,With pedestrianization
2019-01-29 11:00:00,29,11,38.0,1,1,2019,With pedestrianization
2019-01-29 12:00:00,29,12,34.0,1,1,2019,With pedestrianization
2019-01-29 13:00:00,29,13,25.0,1,1,2019,With pedestrianization
2019-01-29 14:00:00,29,14,27.0,1,1,2019,With pedestrianization
2019-01-29 15:00:00,29,15,21.0,1,1,2019,With pedestrianization
2019-01-29 16:00:00,29,16,18.0,1,1,2019,With pedestrianization
2019-01-29 17:00:00,29,17,15.0,1,1,2019,With pedestrianization
2019-01-29 18:00:00,29,18,22.0,1,1,2019,With pedestrianization
2019-01-29 19:00:00,29,19,28.0,1,1,2019,With pedestrianization
2019-01-29 20:00:00,29,20,27.0,1,1,2019,With pedestrianization
2019-01-29 21:00:00,29,21,18.0,1,1,2019,With pedestrianization
2019-01-29 22:00:00,29,22,18.0,1,1,2019,With pedestrianization
2019-01-29 23:00:00,29,23,9.0,1,1,2019,With pedestrianization
2019-01-30 00:00:00,30,0,10.0,1,2,2019,With pedestrianization
2019-01-30 01:00:00,30,1,15.0,1,2,2019,With pedestrianization
2019-01-30 02:00:00,30,2,12.0,1,2,2019,With pedestrianization
2019-01-30 03:00:00,30,3,9.0,1,2,2019,With pedestrianization
2019-01-30 04:00:00,30,4,6.0,1,2,2019,With pedestrianization
2019-01-30 05:00:00,30,5,11.0,1,2,2019,With pedestrianization
2019-01-30 06:00:00,30,6,15.0,1,2,2019,With pedestrianization
2019-01-30 07:00:00,30,7,44.0,1,2,2019,With pedestrianization
2019-01-30 08:00:00,30,8,71.0,1,2,2019,With pedestrianization
2019-01-30 09:00:00,30,9,49.0,1,2,2019,With pedestrianization
2019-01-30 10:00:00,30,10,35.0,1,2,2019,With pedestrianization
2019-01-30 11:00:00,30,11,43.0,1,2,2019,With pedestrianization
2019-01-30 12:00:00,30,12,23.0,1,2,2019,With pedestrianization
2019-01-30 13:00:00,30,13,19.0,1,2,2019,With pedestrianization
2019-01-30 14:00:00,30,14,13.0,1,2,2019,With pedestrianization
2019-01-30 15:00:00,30,15,15.0,1,2,2019,With pedestrianization
2019-01-30 16:00:00,30,16,19.0,1,2,2019,With pedestrianization
2019-01-30 17:00:00,30,17,18.0,1,2,2019,With pedestrianization
2019-01-30 18:00:00,30,18,23.0,1,2,2019,With pedestrianization
2019-01-30 19:00:00,30,19,27.0,1,2,2019,With pedestrianization
2019-01-30 20:00:00,30,20,25.0,1,2,2019,With pedestrianization
2019-01-30 21:00:00,30,21,24.0,1,2,2019,With pedestrianization
2019-01-30 22:00:00,30,22,20.0,1,2,2019,With pedestrianization
2019-01-30 23:00:00,30,23,12.0,1,2,2019,With pedestrianization
2019-01-31 00:00:00,31,0,7.0,1,3,2019,With pedestrianization
2019-01-31 01:00:00,31,1,7.0,1,3,2019,With pedestrianization
2019-01-31 02:00:00,31,2,3.0,1,3,2019,With pedestrianization
2019-01-31 03:00:00,31,3,2.0,1,3,2019,With pedestrianization
2019-01-31 04:00:00,31,4,1.0,1,3,2019,With pedestrianization
2019-01-31 05:00:00,31,5,1.0,1,3,2019,With pedestrianization
2019-01-31 06:00:00,31,6,4.0,1,3,2019,With pedestrianization
2019-01-31 07:00:00,31,7,11.0,1,3,2019,With pedestrianization
2019-01-31 08:00:00,31,8,22.0,1,3,2019,With pedestrianization
2019-01-31 09:00:00,31,9,21.0,1,3,2019,With pedestrianization
2019-01-31 10:00:00,31,10,22.0,1,3,2019,With pedestrianization
2019-01-31 11:00:00,31,11,17.0,1,3,2019,With pedestrianization
2019-01-31 12:00:00,31,12,9.0,1,3,2019,With pedestrianization
2019-01-31 13:00:00,31,13,11.0,1,3,2019,With pedestrianization
2019-01-31 14:00:00,31,14,8.0,1,3,2019,With pedestrianization
2019-01-31 15:00:00,31,15,10.0,1,3,2019,With pedestrianization
2019-01-31 16:00:00,31,16,12.0,1,3,2019,With pedestrianization
2019-01-31 17:00:00,31,17,11.0,1,3,2019,With pedestrianization
2019-01-31 18:00:00,31,18,11.0,1,3,2019,With pedestrianization
2019-01-31 19:00:00,31,19,14.0,1,3,2019,With pedestrianization
2019-01-31 20:00:00,31,20,12.0,1,3,2019,With pedestrianization
2019-01-31 21:00:00,31,21,10.0,1,3,2019,With pedestrianization
2019-01-31 22:00:00,31,22,14.0,1,3,2019,With pedestrianization
2019-01-31 23:00:00,31,23,11.0,1,3,2019,With pedestrianization
2019-02-01 00:00:00,1,0,5.0,2,4,2019,With pedestrianization
2019-02-01 01:00:00,1,1,3.0,2,4,2019,With pedestrianization
2019-02-01 02:00:00,1,2,1.0,2,4,2019,With pedestrianization
2019-02-01 03:00:00,1,3,1.0,2,4,2019,With pedestrianization
2019-02-01 04:00:00,1,4,7.0,2,4,2019,With pedestrianization
2019-02-01 05:00:00,1,5,3.0,2,4,2019,With pedestrianization
2019-02-01 06:00:00,1,6,5.0,2,4,2019,With pedestrianization
2019-02-01 07:00:00,1,7,22.0,2,4,2019,With pedestrianization
2019-02-01 08:00:00,1,8,30.0,2,4,2019,With pedestrianization
2019-02-01 09:00:00,1,9,24.0,2,4,2019,With pedestrianization
2019-02-01 10:00:00,1,10,23.0,2,4,2019,With pedestrianization
2019-02-01 11:00:00,1,11,11.0,2,4,2019,With pedestrianization
2019-02-01 12:00:00,1,12,10.0,2,4,2019,With pedestrianization
2019-02-01 13:00:00,1,13,12.0,2,4,2019,With pedestrianization
2019-02-01 14:00:00,1,14,7.0,2,4,2019,With pedestrianization
2019-02-01 15:00:00,1,15,9.0,2,4,2019,With pedestrianization
2019-02-01 16:00:00,1,16,12.0,2,4,2019,With pedestrianization
2019-02-01 17:00:00,1,17,15.0,2,4,2019,With pedestrianization
2019-02-01 18:00:00,1,18,17.0,2,4,2019,With pedestrianization
2019-02-01 19:00:00,1,19,15.0,2,4,2019,With pedestrianization
2019-02-01 20:00:00,1,20,11.0,2,4,2019,With pedestrianization
2019-02-01 21:00:00,1,21,19.0,2,4,2019,With pedestrianization
2019-02-01 22:00:00,1,22,18.0,2,4,2019,With pedestrianization
2019-02-01 23:00:00,1,23,12.0,2,4,2019,With pedestrianization
2019-02-02 00:00:00,2,0,9.0,2,5,2019,With pedestrianization
2019-02-02 01:00:00,2,1,8.0,2,5,2019,With pedestrianization
2019-02-02 02:00:00,2,2,8.0,2,5,2019,With pedestrianization
2019-02-02 03:00:00,2,3,6.0,2,5,2019,With pedestrianization
2019-02-02 04:00:00,2,4,5.0,2,5,2019,With pedestrianization
2019-02-02 05:00:00,2,5,7.0,2,5,2019,With pedestrianization
2019-02-02 06:00:00,2,6,15.0,2,5,2019,With pedestrianization
2019-02-02 07:00:00,2,7,10.0,2,5,2019,With pedestrianization
2019-02-02 08:00:00,2,8,17.0,2,5,2019,With pedestrianization
2019-02-02 09:00:00,2,9,27.0,2,5,2019,With pedestrianization
2019-02-02 10:00:00,2,10,24.0,2,5,2019,With pedestrianization
2019-02-02 11:00:00,2,11,17.0,2,5,2019,With pedestrianization
2019-02-02 12:00:00,2,12,13.0,2,5,2019,With pedestrianization
2019-02-02 13:00:00,2,13,12.0,2,5,2019,With pedestrianization
2019-02-02 14:00:00,2,14,16.0,2,5,2019,With pedestrianization
2019-02-02 15:00:00,2,15,15.0,2,5,2019,With pedestrianization
2019-02-02 16:00:00,2,16,12.0,2,5,2019,With pedestrianization
2019-02-02 17:00:00,2,17,17.0,2,5,2019,With pedestrianization
2019-02-02 18:00:00,2,18,28.0,2,5,2019,With pedestrianization
2019-02-02 19:00:00,2,19,33.0,2,5,2019,With pedestrianization
2019-02-02 20:00:00,2,20,34.0,2,5,2019,With pedestrianization
2019-02-02 21:00:00,2,21,34.0,2,5,2019,With pedestrianization
2019-02-02 22:00:00,2,22,36.0,2,5,2019,With pedestrianization
2019-02-02 23:00:00,2,23,32.0,2,5,2019,With pedestrianization
2019-02-03 00:00:00,3,0,27.0,2,6,2019,With pedestrianization
2019-02-03 01:00:00,3,1,14.0,2,6,2019,With pedestrianization
2019-02-03 02:00:00,3,2,13.0,2,6,2019,With pedestrianization
2019-02-03 03:00:00,3,3,9.0,2,6,2019,With pedestrianization
2019-02-03 04:00:00,3,4,13.0,2,6,2019,With pedestrianization
2019-02-03 05:00:00,3,5,19.0,2,6,2019,With pedestrianization
2019-02-03 06:00:00,3,6,27.0,2,6,2019,With pedestrianization
2019-02-03 07:00:00,3,7,29.0,2,6,2019,With pedestrianization
2019-02-03 08:00:00,3,8,48.0,2,6,2019,With pedestrianization
2019-02-03 09:00:00,3,9,49.0,2,6,2019,With pedestrianization
2019-02-03 10:00:00,3,10,30.0,2,6,2019,With pedestrianization
2019-02-03 11:00:00,3,11,19.0,2,6,2019,With pedestrianization
2019-02-03 12:00:00,3,12,14.0,2,6,2019,With pedestrianization
2019-02-03 13:00:00,3,13,14.0,2,6,2019,With pedestrianization
2019-02-03 14:00:00,3,14,21.0,2,6,2019,With pedestrianization
2019-02-03 15:00:00,3,15,15.0,2,6,2019,With pedestrianization
2019-02-03 16:00:00,3,16,16.0,2,6,2019,With pedestrianization
2019-02-03 17:00:00,3,17,23.0,2,6,2019,With pedestrianization
2019-02-03 18:00:00,3,18,33.0,2,6,2019,With pedestrianization
2019-02-03 19:00:00,3,19,43.0,2,6,2019,With pedestrianization
2019-02-03 20:00:00,3,20,54.0,2,6,2019,With pedestrianization
2019-02-03 21:00:00,3,21,65.0,2,6,2019,With pedestrianization
2019-02-03 22:00:00,3,22,63.0,2,6,2019,With pedestrianization
2019-02-03 23:00:00,3,23,70.0,2,6,2019,With pedestrianization
2019-02-04 00:00:00,4,0,74.0,2,0,2019,With pedestrianization
2019-02-04 01:00:00,4,1,70.0,2,0,2019,With pedestrianization
2019-02-04 02:00:00,4,2,66.0,2,0,2019,With pedestrianization
2019-02-04 03:00:00,4,3,62.0,2,0,2019,With pedestrianization
2019-02-04 04:00:00,4,4,53.0,2,0,2019,With pedestrianization
2019-02-04 05:00:00,4,5,60.0,2,0,2019,With pedestrianization
2019-02-04 06:00:00,4,6,65.0,2,0,2019,With pedestrianization
2019-02-04 07:00:00,4,7,57.0,2,0,2019,With pedestrianization
2019-02-04 08:00:00,4,8,72.0,2,0,2019,With pedestrianization
2019-02-04 09:00:00,4,9,88.0,2,0,2019,With pedestrianization
2019-02-04 10:00:00,4,10,81.0,2,0,2019,With pedestrianization
2019-02-04 11:00:00,4,11,78.0,2,0,2019,With pedestrianization
2019-02-04 12:00:00,4,12,63.0,2,0,2019,With pedestrianization
2019-02-04 13:00:00,4,13,68.0,2,0,2019,With pedestrianization
2019-02-04 14:00:00,4,14,66.0,2,0,2019,With pedestrianization
2019-02-04 15:00:00,4,15,65.0,2,0,2019,With pedestrianization
2019-02-04 16:00:00,4,16,75.0,2,0,2019,With pedestrianization
2019-02-04 17:00:00,4,17,75.0,2,0,2019,With pedestrianization
2019-02-04 18:00:00,4,18,56.0,2,0,2019,With pedestrianization
2019-02-04 19:00:00,4,19,74.0,2,0,2019,With pedestrianization
2019-02-04 20:00:00,4,20,73.0,2,0,2019,With pedestrianization
2019-02-04 21:00:00,4,21,71.0,2,0,2019,With pedestrianization
2019-02-04 22:00:00,4,22,107.0,2,0,2019,With pedestrianization
2019-02-04 23:00:00,4,23,93.0,2,0,2019,With pedestrianization
2019-02-05 00:00:00,5,0,79.0,2,1,2019,With pedestrianization
2019-02-05 01:00:00,5,1,79.0,2,1,2019,With pedestrianization
2019-02-05 02:00:00,5,2,87.0,2,1,2019,With pedestrianization
2019-02-05 03:00:00,5,3,66.0,2,1,2019,With pedestrianization
2019-02-05 04:00:00,5,4,50.0,2,1,2019,With pedestrianization
2019-02-05 05:00:00,5,5,52.0,2,1,2019,With pedestrianization
2019-02-05 06:00:00,5,6,53.0,2,1,2019,With pedestrianization
2019-02-05 07:00:00,5,7,51.0,2,1,2019,With pedestrianization
2019-02-05 08:00:00,5,8,65.0,2,1,2019,With pedestrianization
2019-02-05 09:00:00,5,9,84.0,2,1,2019,With pedestrianization
2019-02-05 10:00:00,5,10,103.0,2,1,2019,With pedestrianization
2019-02-05 11:00:00,5,11,106.0,2,1,2019,With pedestrianization
2019-02-05 12:00:00,5,12,86.0,2,1,2019,With pedestrianization
2019-02-05 13:00:00,5,13,87.0,2,1,2019,With pedestrianization
2019-02-05 14:00:00,5,14,78.0,2,1,2019,With pedestrianization
2019-02-05 15:00:00,5,15,56.0,2,1,2019,With pedestrianization
2019-02-05 16:00:00,5,16,40.0,2,1,2019,With pedestrianization
2019-02-05 17:00:00,5,17,35.0,2,1,2019,With pedestrianization
2019-02-05 18:00:00,5,18,46.0,2,1,2019,With pedestrianization
2019-02-05 19:00:00,5,19,71.0,2,1,2019,With pedestrianization
2019-02-05 20:00:00,5,20,74.0,2,1,2019,With pedestrianization
2019-02-05 21:00:00,5,21,71.0,2,1,2019,With pedestrianization
2019-02-05 22:00:00,5,22,87.0,2,1,2019,With pedestrianization
2019-02-05 23:00:00,5,23,92.0,2,1,2019,With pedestrianization
2019-02-06 00:00:00,6,0,72.0,2,2,2019,With pedestrianization
2019-02-06 01:00:00,6,1,57.0,2,2,2019,With pedestrianization
2019-02-06 02:00:00,6,2,53.0,2,2,2019,With pedestrianization
2019-02-06 03:00:00,6,3,43.0,2,2,2019,With pedestrianization
2019-02-06 04:00:00,6,4,41.0,2,2,2019,With pedestrianization
2019-02-06 05:00:00,6,5,37.0,2,2,2019,With pedestrianization
2019-02-06 06:00:00,6,6,37.0,2,2,2019,With pedestrianization
2019-02-06 07:00:00,6,7,59.0,2,2,2019,With pedestrianization
2019-02-06 08:00:00,6,8,66.0,2,2,2019,With pedestrianization
2019-02-06 09:00:00,6,9,79.0,2,2,2019,With pedestrianization
2019-02-06 10:00:00,6,10,82.0,2,2,2019,With pedestrianization
2019-02-06 11:00:00,6,11,71.0,2,2,2019,With pedestrianization
2019-02-06 12:00:00,6,12,66.0,2,2,2019,With pedestrianization
2019-02-06 13:00:00,6,13,62.0,2,2,2019,With pedestrianization
2019-02-06 14:00:00,6,14,54.0,2,2,2019,With pedestrianization
2019-02-06 15:00:00,6,15,43.0,2,2,2019,With pedestrianization
2019-02-06 16:00:00,6,16,34.0,2,2,2019,With pedestrianization
2019-02-06 17:00:00,6,17,34.0,2,2,2019,With pedestrianization
2019-02-06 18:00:00,6,18,57.0,2,2,2019,With pedestrianization
2019-02-06 19:00:00,6,19,74.0,2,2,2019,With pedestrianization
2019-02-06 20:00:00,6,20,72.0,2,2,2019,With pedestrianization
2019-02-06 21:00:00,6,21,81.0,2,2,2019,With pedestrianization
2019-02-06 22:00:00,6,22,75.0,2,2,2019,With pedestrianization
2019-02-06 23:00:00,6,23,65.0,2,2,2019,With pedestrianization
2019-02-07 00:00:00,7,0,63.0,2,3,2019,With pedestrianization
2019-02-07 01:00:00,7,1,52.0,2,3,2019,With pedestrianization
2019-02-07 02:00:00,7,2,47.0,2,3,2019,With pedestrianization
2019-02-07 03:00:00,7,3,42.0,2,3,2019,With pedestrianization
2019-02-07 04:00:00,7,4,40.0,2,3,2019,With pedestrianization
2019-02-07 05:00:00,7,5,47.0,2,3,2019,With pedestrianization
2019-02-07 06:00:00,7,6,38.0,2,3,2019,With pedestrianization
2019-02-07 07:00:00,7,7,47.0,2,3,2019,With pedestrianization
2019-02-07 08:00:00,7,8,59.0,2,3,2019,With pedestrianization
2019-02-07 09:00:00,7,9,61.0,2,3,2019,With pedestrianization
2019-02-07 10:00:00,7,10,73.0,2,3,2019,With pedestrianization
2019-02-07 11:00:00,7,11,89.0,2,3,2019,With pedestrianization
2019-02-07 12:00:00,7,12,97.0,2,3,2019,With pedestrianization
2019-02-07 13:00:00,7,13,85.0,2,3,2019,With pedestrianization
2019-02-07 14:00:00,7,14,75.0,2,3,2019,With pedestrianization
2019-02-07 15:00:00,7,15,67.0,2,3,2019,With pedestrianization
2019-02-07 16:00:00,7,16,65.0,2,3,2019,With pedestrianization
2019-02-07 17:00:00,7,17,72.0,2,3,2019,With pedestrianization
2019-02-07 18:00:00,7,18,42.0,2,3,2019,With pedestrianization
2019-02-07 19:00:00,7,19,78.0,2,3,2019,With pedestrianization
2019-02-07 20:00:00,7,20,83.0,2,3,2019,With pedestrianization
2019-02-07 21:00:00,7,21,67.0,2,3,2019,With pedestrianization
2019-02-07 22:00:00,7,22,70.0,2,3,2019,With pedestrianization
2019-02-07 23:00:00,7,23,85.0,2,3,2019,With pedestrianization
2019-02-08 00:00:00,8,0,74.0,2,4,2019,With pedestrianization
2019-02-08 01:00:00,8,1,65.0,2,4,2019,With pedestrianization
2019-02-08 02:00:00,8,2,57.0,2,4,2019,With pedestrianization
2019-02-08 03:00:00,8,3,45.0,2,4,2019,With pedestrianization
2019-02-08 04:00:00,8,4,44.0,2,4,2019,With pedestrianization
2019-02-08 05:00:00,8,5,41.0,2,4,2019,With pedestrianization
2019-02-08 06:00:00,8,6,43.0,2,4,2019,With pedestrianization
2019-02-08 07:00:00,8,7,50.0,2,4,2019,With pedestrianization
2019-02-08 08:00:00,8,8,64.0,2,4,2019,With pedestrianization
2019-02-08 09:00:00,8,9,66.0,2,4,2019,With pedestrianization
2019-02-08 10:00:00,8,10,72.0,2,4,2019,With pedestrianization
2019-02-08 11:00:00,8,11,77.0,2,4,2019,With pedestrianization
2019-02-08 12:00:00,8,12,63.0,2,4,2019,With pedestrianization
2019-02-08 13:00:00,8,13,65.0,2,4,2019,With pedestrianization
2019-02-08 14:00:00,8,14,43.0,2,4,2019,With pedestrianization
2019-02-08 15:00:00,8,15,22.0,2,4,2019,With pedestrianization
2019-02-08 16:00:00,8,16,20.0,2,4,2019,With pedestrianization
2019-02-08 17:00:00,8,17,24.0,2,4,2019,With pedestrianization
2019-02-08 18:00:00,8,18,40.0,2,4,2019,With pedestrianization
2019-02-08 19:00:00,8,19,63.0,2,4,2019,With pedestrianization
2019-02-08 20:00:00,8,20,55.0,2,4,2019,With pedestrianization
2019-02-08 21:00:00,8,21,46.0,2,4,2019,With pedestrianization
2019-02-08 22:00:00,8,22,41.0,2,4,2019,With pedestrianization
2019-02-08 23:00:00,8,23,36.0,2,4,2019,With pedestrianization
2019-02-09 00:00:00,9,0,32.0,2,5,2019,With pedestrianization
2019-02-09 01:00:00,9,1,47.0,2,5,2019,With pedestrianization
2019-02-09 02:00:00,9,2,25.0,2,5,2019,With pedestrianization
2019-02-09 03:00:00,9,3,25.0,2,5,2019,With pedestrianization
2019-02-09 04:00:00,9,4,63.0,2,5,2019,With pedestrianization
2019-02-09 05:00:00,9,5,51.0,2,5,2019,With pedestrianization
2019-02-09 06:00:00,9,6,46.0,2,5,2019,With pedestrianization
2019-02-09 07:00:00,9,7,43.0,2,5,2019,With pedestrianization
2019-02-09 08:00:00,9,8,52.0,2,5,2019,With pedestrianization
2019-02-09 09:00:00,9,9,45.0,2,5,2019,With pedestrianization
2019-02-09 10:00:00,9,10,41.0,2,5,2019,With pedestrianization
2019-02-09 11:00:00,9,11,40.0,2,5,2019,With pedestrianization
2019-02-09 12:00:00,9,12,40.0,2,5,2019,With pedestrianization
2019-02-09 13:00:00,9,13,39.0,2,5,2019,With pedestrianization
2019-02-09 14:00:00,9,14,38.0,2,5,2019,With pedestrianization
2019-02-09 15:00:00,9,15,42.0,2,5,2019,With pedestrianization
2019-02-09 16:00:00,9,16,27.0,2,5,2019,With pedestrianization
2019-02-09 17:00:00,9,17,20.0,2,5,2019,With pedestrianization
2019-02-09 18:00:00,9,18,36.0,2,5,2019,With pedestrianization
2019-02-09 19:00:00,9,19,52.0,2,5,2019,With pedestrianization
2019-02-09 20:00:00,9,20,56.0,2,5,2019,With pedestrianization
2019-02-09 21:00:00,9,21,55.0,2,5,2019,With pedestrianization
2019-02-09 22:00:00,9,22,45.0,2,5,2019,With pedestrianization
2019-02-09 23:00:00,9,23,27.0,2,5,2019,With pedestrianization
2019-02-10 00:00:00,10,0,28.0,2,6,2019,With pedestrianization
2019-02-10 01:00:00,10,1,28.0,2,6,2019,With pedestrianization
2019-02-10 02:00:00,10,2,24.0,2,6,2019,With pedestrianization
2019-02-10 03:00:00,10,3,21.0,2,6,2019,With pedestrianization
2019-02-10 04:00:00,10,4,15.0,2,6,2019,With pedestrianization
2019-02-10 05:00:00,10,5,10.0,2,6,2019,With pedestrianization
2019-02-10 06:00:00,10,6,15.0,2,6,2019,With pedestrianization
2019-02-10 07:00:00,10,7,14.0,2,6,2019,With pedestrianization
2019-02-10 08:00:00,10,8,21.0,2,6,2019,With pedestrianization
2019-02-10 09:00:00,10,9,15.0,2,6,2019,With pedestrianization
2019-02-10 10:00:00,10,10,11.0,2,6,2019,With pedestrianization
2019-02-10 11:00:00,10,11,11.0,2,6,2019,With pedestrianization
2019-02-10 12:00:00,10,12,8.0,2,6,2019,With pedestrianization
2019-02-10 13:00:00,10,13,9.0,2,6,2019,With pedestrianization
2019-02-10 14:00:00,10,14,7.0,2,6,2019,With pedestrianization
2019-02-10 15:00:00,10,15,8.0,2,6,2019,With pedestrianization
2019-02-10 16:00:00,10,16,8.0,2,6,2019,With pedestrianization
2019-02-10 17:00:00,10,17,8.0,2,6,2019,With pedestrianization
2019-02-10 18:00:00,10,18,11.0,2,6,2019,With pedestrianization
2019-02-10 19:00:00,10,19,11.0,2,6,2019,With pedestrianization
2019-02-10 20:00:00,10,20,12.0,2,6,2019,With pedestrianization
2019-02-10 21:00:00,10,21,15.0,2,6,2019,With pedestrianization
2019-02-10 22:00:00,10,22,12.0,2,6,2019,With pedestrianization
2019-02-10 23:00:00,10,23,10.0,2,6,2019,With pedestrianization
2019-02-11 00:00:00,11,0,7.0,2,0,2019,With pedestrianization
2019-02-11 01:00:00,11,1,18.0,2,0,2019,With pedestrianization
2019-02-11 02:00:00,11,2,17.0,2,0,2019,With pedestrianization
2019-02-11 03:00:00,11,3,14.0,2,0,2019,With pedestrianization
2019-02-11 04:00:00,11,4,16.0,2,0,2019,With pedestrianization
2019-02-11 05:00:00,11,5,25.0,2,0,2019,With pedestrianization
2019-02-11 06:00:00,11,6,40.0,2,0,2019,With pedestrianization
2019-02-11 07:00:00,11,7,68.0,2,0,2019,With pedestrianization
2019-02-11 08:00:00,11,8,78.0,2,0,2019,With pedestrianization
2019-02-11 09:00:00,11,9,59.0,2,0,2019,With pedestrianization
2019-02-11 10:00:00,11,10,44.0,2,0,2019,With pedestrianization
2019-02-11 11:00:00,11,11,43.0,2,0,2019,With pedestrianization
2019-02-11 12:00:00,11,12,40.0,2,0,2019,With pedestrianization
2019-02-11 13:00:00,11,13,38.0,2,0,2019,With pedestrianization
2019-02-11 14:00:00,11,14,29.0,2,0,2019,With pedestrianization
2019-02-11 15:00:00,11,15,40.0,2,0,2019,With pedestrianization
2019-02-11 16:00:00,11,16,43.0,2,0,2019,With pedestrianization
2019-02-11 17:00:00,11,17,40.0,2,0,2019,With pedestrianization
2019-02-11 18:00:00,11,18,43.0,2,0,2019,With pedestrianization
2019-02-11 19:00:00,11,19,48.0,2,0,2019,With pedestrianization
2019-02-11 20:00:00,11,20,54.0,2,0,2019,With pedestrianization
2019-02-11 21:00:00,11,21,45.0,2,0,2019,With pedestrianization
2019-02-11 22:00:00,11,22,37.0,2,0,2019,With pedestrianization
2019-02-11 23:00:00,11,23,26.0,2,0,2019,With pedestrianization
2019-02-12 00:00:00,12,0,19.0,2,1,2019,With pedestrianization
2019-02-12 01:00:00,12,1,17.0,2,1,2019,With pedestrianization
2019-02-12 02:00:00,12,2,16.0,2,1,2019,With pedestrianization
2019-02-12 03:00:00,12,3,11.0,2,1,2019,With pedestrianization
2019-02-12 04:00:00,12,4,18.0,2,1,2019,With pedestrianization
2019-02-12 05:00:00,12,5,18.0,2,1,2019,With pedestrianization
2019-02-12 06:00:00,12,6,25.0,2,1,2019,With pedestrianization
2019-02-12 07:00:00,12,7,46.0,2,1,2019,With pedestrianization
2019-02-12 08:00:00,12,8,63.0,2,1,2019,With pedestrianization
2019-02-12 09:00:00,12,9,64.0,2,1,2019,With pedestrianization
2019-02-12 10:00:00,12,10,52.0,2,1,2019,With pedestrianization
2019-02-12 11:00:00,12,11,40.0,2,1,2019,With pedestrianization
2019-02-12 12:00:00,12,12,43.07605985037407,2,1,2019,With pedestrianization
2019-02-12 13:00:00,12,13,39.0,2,1,2019,With pedestrianization
2019-02-12 14:00:00,12,14,31.0,2,1,2019,With pedestrianization
2019-02-12 15:00:00,12,15,38.0,2,1,2019,With pedestrianization
2019-02-12 16:00:00,12,16,38.0,2,1,2019,With pedestrianization
2019-02-12 17:00:00,12,17,36.0,2,1,2019,With pedestrianization
2019-02-12 18:00:00,12,18,42.0,2,1,2019,With pedestrianization
2019-02-12 19:00:00,12,19,78.0,2,1,2019,With pedestrianization
2019-02-12 20:00:00,12,20,97.0,2,1,2019,With pedestrianization
2019-02-12 21:00:00,12,21,100.0,2,1,2019,With pedestrianization
2019-02-12 22:00:00,12,22,87.0,2,1,2019,With pedestrianization
