00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,date,day,metric,month,station,weekday,year
14.28,25.75,20.56,13.39,12.34,8.79,8.39,9.1,8.35,8.39,9.6,13.64,20.04,19.05,21.54,17.68,15.74,18.66,27.81,30.69,32.42,26.13,30.33,27.75,2010-01-01,1,08,1,017,4,2010
21.39,22.81,23.22,16.83,13.91,14.06,16.08,18.54,24.86,24.2,24.09,23.63,32.48,38.49,32.3,28.61,28.84,30.91,40.58,37.47,42.94,46.33,53.67,55.68,2010-01-02,2,08,1,017,5,2010
38.66,36.21,40.04,41.52,39.57,39.42,39.53,33.29,30.96,27.61,25.47,29.39,25.95,23.36,34.25,37.75,32.43,26.57,31.91,34.7,36.46,36.55,42.41,41.07,2010-01-03,3,08,1,017,6,2010
42.06,37.77,33.04,28.08,25.4,25.32,27.65,29.46,32.8,35.04,35.27,37.37,39.04,40.34,37.19,36.69,33.9,38.4,44.21,48.84,47.95,44.85,41.46,35.5,2010-01-04,4,08,1,017,0,2010
23.64,20.53,20.82,18.79,21.05,18.46,23.48,33.73,38.63,44.07,49.33,59.87,55.39,49.72,48.23,44.89,42.16,48.89,47.86,45.87,45.19,45.73,39.79,37.36,2010-01-05,5,08,1,017,1,2010
41.1,33.02,21.1,17.57,13.48,16.69,19.07,17.78,20.55,20.93,25.93,27.18,24.11,25.86,24.52,19.24,19.16,23.52,31.69,36.97,38.91,39.45,35.68,33.05,2010-01-06,6,08,1,017,2,2010
19.68,21.43,21.53,19.31,16.54,15.18,19.8,26.4,28.15,30.17,27.55,26.25,25.07,24.03,22.19,23.03,23.66,24.83,33.7,29.6,27.94,25.34,20.67,17.67,2010-01-07,7,08,1,017,3,2010
14.17,11.75,11.56,9.55,8.14,10.95,17.99,25.79,18.45,18.13,15.15,13.57,13.21,16.99,17.35,15.42,20.65,30.72,32.88,38.83,38.84,34.08,21.84,18.68,2010-01-08,8,08,1,017,4,2010
17.59,12.22,11.26,9.2,9.49,10.24,12.34,14.29,27.06,22.33,20.09,17.87,19.29,18.91,18.22,15.57,17.74,26.05,35.69,37.89,39.17,35.96,35.48,36.22,2010-01-09,9,08,1,017,5,2010
26.96,21.7,18.05,16.33,16.84,28.91,36.21,36.06,34.31,33.66,30.15,27.93,27.28,26.89,23.22,25.16,28.37,27.48,21.72,17.51,23.16,24.49,18.55,14.34,2010-01-10,10,08,1,017,6,2010
11.31,12.15,13.88,16.12,22.54,33.21,34.42,40.34,43.03,45.66,37.18,38.55,41.95,41.64,42.49,41.21,42.74,49.78,56.84,56.66,50.42,48.09,43.5,32.61,2010-01-11,11,08,1,017,0,2010
28.14,27.89,24.16,19.87,22.73,18.81,23.96,35.54,39.85,44.98,47.42,44.87,42.27,48.18,49.01,46.75,53.82,56.65,65.11,67.24,40.1,37.91,39.91,31.28,2010-01-12,12,08,1,017,1,2010
