00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,date,day,metric,month,station,weekday,year
19.57,26.49,23.49,16.42,13.84,11.47,11.86,13.79,13.4,12.62,12.72,13.93,15.93,15.83,18.09,17.74,19.04,22.84,30.75,44.79,44.05,55.16,44.21,47.41,2010-01-01,1,08,1,047,4,2010
49.92,28.8,31.17,30.91,28.98,22.87,26.3,23.49,39.81,45.95,52.77,39.33,43.64,54.3,60.22,47.39,45.26,37.4,36.47,36.6,57.68,69.33,68.93,72.92,2010-01-02,2,08,1,047,5,2010
67.33,68.85,73.01,55.81,52.71,53.84,47.75,51.34,55.81,56.7,50.06,40.11,37.63,39.64,54.79,61.67,62.3,51.3,49.31,52.03,51.55,53.74,55.75,67.31,2010-01-03,3,08,1,047,6,2010
67.7,56.37,49.61,40.35,35.03,35.68,39.74,46.24,54.62,61.37,61.67,59.97,61.92,68.1,71.91,70.49,71.37,61.7,62.99,64.68,73.71,72.62,72.66,59.91,2010-01-04,4,08,1,047,0,2010
39.97,37.96,29.93,28.45,23.14,26.18,39.95,56.73,65.05,68.28,65.56,64.48,56.44,53.28,66.39,68.11,59.14,50.3,48.13,60.87,60.61,57.47,45.92,49.07,2010-01-05,5,08,1,047,1,2010
54.76,58.46,36.25,29.11,25.73,25.53,22.34,23.03,21.57,21.17,20.62,19.58,21.62,22.72,17.1,15.82,15.06,18.78,29.33,37.9,44.34,52.09,67.85,63.51,2010-01-06,6,08,1,047,2,2010
38.52,27.01,31.71,23.54,23.88,24.61,34.74,47.93,61.91,68.12,67.3,62.31,57.06,55.67,55.5,53.02,60.91,63.64,75.52,75.23,74.33,60.49,40.41,34.64,2010-01-07,7,08,1,047,3,2010
31.16,29.37,21.78,23.65,18.64,19.12,22.03,43.65,59.49,59.71,47.68,45.68,44.88,41.33,39.8,41.34,49.38,52.5,55.05,60.88,50.4,58.25,44.95,35.44,2010-01-08,8,08,1,047,4,2010
25.17,25.62,25.73,17.79,22.57,20.66,20.38,17.43,25.54,28.78,29.46,25.89,25.59,21.76,22.3,23.49,28.49,32.3,40.77,55.76,45.08,54.44,58.42,47.88,2010-01-09,9,08,1,047,5,2010
36.47,30.35,27.52,35.91,38.56,52.78,63.25,68.45,66.28,59.77,61.54,64.12,65.93,65.93,57.73,48.57,56.13,46.67,38.75,39.64,56.2,64.52,45.37,39.83,2010-01-10,10,08,1,047,6,2010
