,actual,predicted,difference,mae,mse
1708,21.0,15.679651,5.3203487,5.3203487,28.30611
1709,15.0,19.207705,-4.2077045,4.2077045,17.704777
1710,11.0,17.737843,-6.7378426,6.7378426,45.39852
1711,11.0,14.858847,-3.8588467,3.8588467,14.8906975
1712,8.0,13.751053,-5.751053,5.751053,33.074608
1713,9.0,11.973365,-2.9733648,2.9733648,8.8408985
1714,7.0,11.80747,-4.8074703,4.8074703,23.11177
1715,8.0,10.88296,-2.8829603,2.8829603,8.3114605
1716,8.0,10.989198,-2.9891977,2.9891977,8.935303
1717,8.0,11.088641,-3.0886412,3.0886412,9.539704
1718,11.0,11.118065,-0.11806488,0.11806488,0.013939316
1719,11.0,12.567776,-1.5677757,1.5677757,2.4579208
1720,12.000001,13.166997,-1.166996,1.166996,1.3618797
1721,15.0,13.824631,1.1753693,1.1753693,1.3814929
1722,12.000001,15.546072,-3.546071,3.546071,12.57462
1723,10.0,14.752674,-4.752674,4.752674,22.587912
1724,7.0,13.339402,-6.339402,6.339402,40.18802
1725,18.0,11.348304,6.651696,6.651696,44.245064
1726,17.0,15.929759,1.070241,1.070241,1.1454158
1727,14.000001,17.55824,-3.55824,3.55824,12.661072
1728,16.000002,16.488628,-0.48862648,0.48862648,0.23875584
1729,25.0,16.950485,8.049515,8.049515,64.794685
1730,40.0,21.734476,18.265524,18.265524,333.62936
1731,68.0,31.754648,36.245354,36.245354,1313.7257
1732,78.0,51.025894,26.974106,26.974106,727.60236
1733,59.0,65.9747,-6.974701,6.974701,48.646454
1734,44.0,63.67953,-19.679531,19.679531,387.28394
1735,43.0,52.60379,-9.60379,9.60379,92.23279
1736,40.0,45.27011,-5.270111,5.270111,27.77407
1737,38.0,40.75302,-2.7530212,2.7530212,7.579126
1738,29.0,38.152035,-9.152035,9.152035,83.75974
1739,40.0,32.26777,7.732231,7.732231,59.7874
1740,43.0,35.47676,7.523239,7.523239,56.59913
1741,40.0,39.196373,0.803627,0.803627,0.6458164
1742,43.0,39.284042,3.7159576,3.7159576,13.808341
1743,48.0,40.759018,7.240982,7.240982,52.43182
1744,54.0,44.11647,9.88353,9.88353,97.68416
1745,45.000004,49.04767,-4.0476646,4.0476646,16.383589
1746,37.0,46.653835,-9.653835,9.653835,93.19653
1747,26.0,40.440044,-14.440044,14.440044,208.51488
1748,19.0,31.195057,-12.195057,12.195057,148.7194
1749,17.0,23.403824,-6.403824,6.403824,41.00896
1750,16.000002,19.560736,-3.5607338,3.5607338,12.678825
1751,11.0,17.880167,-6.880167,6.880167,47.336697
1752,18.0,14.898102,3.1018982,3.1018982,9.621773
1753,18.0,17.218555,0.78144455,0.78144455,0.6106556
1754,25.0,18.412165,6.5878353,6.5878353,43.399574
1755,46.0,22.373297,23.626703,23.626703,558.2211
1756,63.0,35.11371,27.886292,27.886292,777.64526
1757,64.0,50.33044,13.6695595,13.6695595,186.85686
1758,52.0,58.439636,-6.439636,6.439636,41.468914
1759,40.0,55.49598,-15.495979,15.495979,240.12538
1760,42.97003,46.096848,-3.1268158,3.1268158,9.776977
1761,39.0,42.629326,-3.6293259,3.6293259,13.172007
1762,31.000002,39.49374,-8.493738,8.493738,72.143585
1763,38.0,33.863686,4.1363144,4.1363144,17.109097
1764,38.0,35.145054,2.8549461,2.8549461,8.150718
1765,36.0,36.16513,-0.16513062,0.16513062,0.02726812
1766,42.0,35.544594,6.455406,6.455406,41.672268
1767,78.0,38.467175,39.532825,39.532825,1562.8442
1768,96.99999,58.36724,38.63275,38.63275,1492.4895
1769,99.99999,77.69887,22.301125,22.301125,497.34015
1770,87.0,88.295784,-1.295784,1.295784,1.6790562
1771,83.99999,87.91463,-3.9146347,3.9146347,15.324365
1772,73.0,84.76433,-11.764328,11.764328,138.39941
1773,64.0,77.72384,-13.723839,13.723839,188.34375
1774,53.000004,69.30799,-16.307987,16.307987,265.95044
1775,46.0,59.186745,-13.186745,13.186745,173.89023
1776,45.000004,50.194183,-5.1941795,5.1941795,26.979502
1777,44.0,45.68977,-1.6897697,1.6897697,2.855322
1778,58.0,43.575264,14.424736,14.424736,208.07301
1779,70.0,50.420486,19.579514,19.579514,383.35736
1780,74.0,60.57105,13.428951,13.428951,180.33673
1781,80.99999,67.79603,13.203964,13.203964,174.34467
1782,76.0,74.41637,1.5836334,1.5836334,2.5078948
1783,71.0,75.18916,-4.189163,4.189163,17.549088
1784,49.0,72.56416,-23.564163,23.564163,555.2698
1785,49.0,59.474384,-10.474384,10.474384,109.71273
1786,43.0,51.655876,-8.655876,8.655876,74.924194
1787,39.0,45.24922,-6.249222,6.249222,39.052773
1788,47.0,40.424675,6.575325,6.575325,43.234898
1789,54.0,42.946865,11.053135,11.053135,122.17179
1790,62.0,48.390244,13.609756,13.609756,185.22546
1791,92.0,55.47345,36.52655,36.52655,1334.1888
1792,110.0,73.21979,36.780212,36.780212,1352.784
1793,105.99999,89.375404,16.624588,16.624588,276.37692
1794,92.99999,95.61765,-2.6176605,2.6176605,6.8521466
1795,92.0,93.44727,-1.4472733,1.4472733,2.0946
1796,78.99999,90.51231,-11.512314,11.512314,132.53337
1797,54.0,83.46997,-29.46997,29.46997,868.4792
1798,52.0,67.407234,-15.407234,15.407234,237.38286
1799,46.0,56.689877,-10.689877,10.689877,114.27346
1800,37.0,48.7825,-11.782501,11.782501,138.82733
1801,38.0,40.734035,-2.7340355,2.7340355,7.47495
1802,46.0,37.884403,8.115597,8.115597,65.86291
1803,63.0,41.347057,21.652943,21.652943,468.8499
1804,78.0,52.444317,25.555683,25.555683,653.09296
1805,74.0,65.85802,8.141983,8.141983,66.291885
1806,69.0,70.8064,-1.8063965,1.8063965,3.2630682
1807,64.0,70.077835,-6.077835,6.077835,36.94008
1808,49.0,66.31539,-17.315392,17.315392,299.82278
1809,34.0,55.998505,-21.998505,21.998505,483.9342
1810,29.0,42.034935,-13.034935,13.034935,169.90953
1811,24.0,32.767662,-8.767662,8.767662,76.871895
1812,29.0,26.69355,2.30645,2.30645,5.319711
1813,35.0,27.261192,7.7388077,7.7388077,59.889145
1814,47.0,31.189814,15.810186,15.810186,249.96199
1815,87.0,39.53043,47.46957,47.46957,2253.36
1816,106.99999,63.51122,43.488773,43.488773,1891.2734
1817,103.0,84.41504,18.58496,18.58496,345.4008
1818,96.0,92.78402,3.2159805,3.2159805,10.342531
1819,80.99999,93.373146,-12.373154,12.373154,153.09492
1820,74.0,86.52471,-12.524712,12.524712,156.86841
1821,74.99999,78.658516,-3.6585236,3.6585236,13.384794
1822,54.0,74.86175,-20.861748,20.861748,435.21252
1823,52.0,63.083866,-11.083866,11.083866,122.85209
1824,48.0,55.3187,-7.318699,7.318699,53.563354
1825,49.0,49.731754,-0.7317543,0.7317543,0.53546435
1826,44.0,47.9766,-3.9766006,3.9766006,15.813353
1827,58.0,44.967804,13.032196,13.032196,169.83813
1828,64.0,50.974796,13.025204,13.025204,169.65593
1829,78.0,57.716423,20.283577,20.283577,411.4235
1830,71.0,67.94728,3.052719,3.052719,9.319094
1831,82.0,70.083885,11.916115,11.916115,141.99379
1832,58.0,75.32504,-17.325043,17.325043,300.1571
1833,56.0,66.65307,-10.653069,10.653069,113.48787
1834,51.0,59.513,-8.5130005,8.5130005,72.471176
1835,53.000004,53.425236,-0.42523193,0.42523193,0.1808222
1836,61.000004,51.72287,9.277134,9.277134,86.065216
1837,70.0,55.846645,14.153355,14.153355,200.31744
1838,83.99999,62.873863,21.12613,21.12613,446.31332
1839,96.0,73.223274,22.776726,22.776726,518.77924
1840,106.99999,83.564445,23.435547,23.435547,549.22485
1841,121.0,92.51534,28.484657,28.484657,811.3757
1842,105.99999,100.88854,5.11145,5.11145,26.126923
1843,94.0,100.396614,-6.396614,6.396614,40.91667
1844,80.0,95.415794,-15.415794,15.415794,237.64671
1845,72.0,86.509995,-14.5099945,14.5099945,210.53995
1846,70.0,77.34247,-7.3424683,7.3424683,53.91184
1847,40.0,71.708275,-31.708275,31.708275,1005.4147
1848,37.0,53.564037,-16.564037,16.564037,274.36734
1849,39.0,41.836098,-2.8360977,2.8360977,8.04345
1850,43.0,38.33538,4.6646194,4.6646194,21.758675
1851,48.0,39.82163,8.178371,8.178371,66.88576
1852,51.0,43.798786,7.201214,7.201214,51.85748
1853,49.0,47.405815,1.5941849,1.5941849,2.5414255
1854,46.0,47.957447,-1.957447,1.957447,3.831599
1855,37.0,46.276966,-9.276966,9.276966,86.0621
1856,27.000002,40.267685,-13.267683,13.267683,176.03142
1857,20.0,31.694937,-11.694937,11.694937,136.77155
1858,16.000002,24.219833,-8.219831,8.219831,67.56563
1859,15.0,19.35436,-4.3543606,4.3543606,18.960457
1860,15.0,17.235672,-2.235672,2.235672,4.9982295
1861,15.0,16.63384,-1.6338406,1.6338406,2.669435
1862,25.0,16.506714,8.493286,8.493286,72.13591
1863,49.0,21.539848,27.460152,27.460152,754.05994
1864,56.0,36.320343,19.679657,19.679657,387.2889
1865,55.0,47.49488,7.5051193,7.5051193,56.326817
1866,57.0,52.05998,4.9400215,4.9400215,24.403812
1867,37.0,54.699753,-17.699753,17.699753,313.28125
1868,37.0,44.47373,-7.473728,7.473728,55.856613
1869,43.0,38.677265,4.322735,4.322735,18.686037
1870,53.000004,39.781116,13.218887,13.218887,174.73898
1871,42.0,46.2465,-4.246498,4.246498,18.032745
1872,39.0,43.87381,-4.87381,4.87381,23.754023
1873,46.0,40.3598,5.6402016,5.6402016,31.811874
1874,52.0,42.427578,9.572422,9.572422,91.63126
1875,61.000004,46.99552,14.004482,14.004482,196.12552
1876,53.000004,54.23696,-1.2369576,1.2369576,1.530064
1877,46.0,53.72676,-7.726761,7.726761,59.702835
1878,38.0,48.88644,-10.88644,10.88644,118.51458
1879,19.0,41.68179,-22.68179,22.68179,514.46356
1880,24.0,27.665298,-3.6652985,3.6652985,13.434413
1881,19.0,24.402817,-5.402817,5.402817,29.19043
1882,16.000002,21.262781,-5.262779,5.262779,27.696846
1883,14.000001,18.554823,-4.554822,4.554822,20.746403
1884,11.0,16.61246,-5.612459,5.612459,31.499699
1885,14.000001,14.410572,-0.4105711,0.4105711,0.16856863
1886,31.000002,15.094667,15.905334,15.905334,252.97966
1887,68.0,24.05837,43.941628,43.941628,1930.8666
1888,76.99999,47.18717,29.812824,29.812824,888.8045
1889,57.0,63.929867,-6.929867,6.929867,48.023052
1890,44.0,61.86453,-17.864529,17.864529,319.1414
1891,37.0,51.83952,-14.8395195,14.8395195,220.21133
1892,43.0,41.6182,1.3818016,1.3818016,1.9093757
1893,32.0,40.56973,-8.569729,8.569729,73.440254
1894,25.0,35.035664,-10.035664,10.035664,100.71455
1895,30.0,28.54931,1.4506893,1.4506893,2.1044996
1896,30.0,28.536354,1.4636459,1.4636459,2.1422594
1897,24.0,28.94181,-4.9418106,4.9418106,24.421492
1898,36.0,25.993061,10.006939,10.006939,100.138824
1899,59.0,30.963375,28.036625,28.036625,786.0523
1900,71.0,45.70299,25.297009,25.297009,639.93866
1901,66.0,59.528603,6.4713974,6.4713974,41.878983
1902,59.0,63.89808,-4.898079,4.898079,23.991177
1903,57.0,61.51552,-4.515518,4.515518,20.389904
1904,40.0,58.21375,-18.213749,18.213749,331.74066
1905,41.0,47.112606,-6.112606,6.112606,37.363953
1906,37.0,41.951965,-4.9519653,4.9519653,24.521961
1907,35.0,37.983147,-2.9831467,2.9831467,8.899164
1908,30.0,35.304752,-5.3047523,5.3047523,28.140398
1909,24.0,31.632032,-7.6320324,7.6320324,58.247917
1910,28.0,26.73457,1.2654305,1.2654305,1.6013142
1911,76.0,26.839748,49.16025,49.16025,2416.7302
1912,92.0,51.616405,40.383595,40.383595,1630.8347
1913,94.0,72.7859,21.214104,21.214104,450.0382
1914,90.99999,83.874435,7.125557,7.125557,50.773563
1915,92.0,87.41203,4.587967,4.587967,21.04944
1916,70.0,88.00212,-18.002121,18.002121,324.07635
1917,54.0,78.76254,-24.762543,24.762543,613.18353
1918,53.000004,64.572044,-11.572041,11.572041,133.91212
1919,36.0,55.963783,-19.963783,19.963783,398.55264
1920,39.0,43.14112,-4.141121,4.141121,17.148882
1921,35.0,38.99723,-3.9972305,3.9972305,15.977852
1922,54.0,35.74265,18.25735,18.25735,333.33087
1923,61.000004,44.615936,16.384068,16.384068,268.43768
1924,74.99999,53.490555,21.509438,21.509438,462.6559
1925,80.0,64.73148,15.268517,15.268517,233.1276
1926,62.0,72.87947,-10.879471,10.879471,118.362885
1927,48.0,67.83078,-19.83078,19.83078,393.25983
1928,43.0,56.387547,-13.387547,13.387547,179.22641
1929,45.000004,46.986732,-1.9867287,1.9867287,3.9470909
1930,37.0,44.092037,-7.092037,7.092037,50.296993
1931,32.0,39.176838,-7.176838,7.176838,51.507004
1932,34.0,34.16421,-0.16421127,0.16421127,0.026965342
1933,37.0,33.109283,3.8907166,3.8907166,15.137675
1934,45.000004,34.56292,10.437084,10.437084,108.932724
1935,65.0,39.767223,25.232777,25.232777,636.693
1936,80.99999,52.935966,28.064026,28.064026,787.58954
1937,69.0,67.65711,1.3428879,1.3428879,1.8033478
1938,59.0,69.44062,-10.44062,10.44062,109.00655
1939,49.0,64.055115,-15.055115,15.055115,226.65648
1940,60.0,54.75813,5.241871,5.241871,27.477211
1941,76.0,55.6634,20.336601,20.336601,413.57736
1942,73.0,65.29259,7.7074127,7.7074127,59.40421
1943,72.0,69.5199,2.4801025,2.4801025,6.1509085
1944,60.0,70.82387,-10.823868,10.823868,117.15611
1945,44.0,64.94247,-20.942467,20.942467,438.5869
1946,47.0,52.355053,-5.355053,5.355053,28.676592
1947,54.0,47.376892,6.623108,6.623108,43.86556
1948,69.0,49.606525,19.393475,19.393475,376.10684
1949,74.99999,59.221386,15.778606,15.778606,248.96442
1950,71.0,67.60099,3.3990097,3.3990097,11.553267
1951,55.0,69.70451,-14.704514,14.704514,216.22272
1952,50.0,61.96238,-11.962379,11.962379,143.09853
1953,46.0,54.054127,-8.054127,8.054127,64.86896
1954,30.0,47.99208,-17.99208,17.99208,323.71497
1955,25.0,36.599293,-11.599293,11.599293,134.5436
1956,18.0,28.68985,-10.68985,10.68985,114.27289
1957,18.0,22.039661,-4.0396614,4.0396614,16.318865
1958,25.0,19.63121,5.3687897,5.3687897,28.823902
1959,43.0,22.62865,20.37135,20.37135,414.99188
1960,83.0,33.565174,49.434826,49.434826,2443.802
1961,101.99999,58.998085,43.001907,43.001907,1849.1641
1962,94.99999,80.60542,14.394569,14.394569,207.20363
1963,78.0,88.16342,-10.163422,10.163422,103.295135
1964,62.0,83.871826,-21.871826,21.871826,478.37677
1965,64.0,71.9874,-7.9873962,7.9873962,63.7985
1966,50.0,65.491646,-15.491646,15.491646,239.99109
1967,43.0,55.743923,-12.743923,12.743923,162.40758
1968,39.0,47.115818,-8.115818,8.115818,65.8665
1969,42.0,41.08852,0.91147995,0.91147995,0.8307957
1970,52.0,40.261234,11.738766,11.738766,137.79861
1971,67.0,45.85292,21.14708,21.14708,447.19897
1972,69.0,56.80732,12.19268,12.19268,148.66145
1973,67.0,63.6189,3.3810997,3.3810997,11.431835
1974,62.0,65.632965,-3.632965,3.632965,13.198436
1975,56.0,63.49362,-7.493622,7.493622,56.15437
1976,46.0,58.65379,-12.6537895,12.6537895,160.1184
1977,46.0,50.599785,-4.599785,4.599785,21.15802
1978,36.0,46.53786,-10.537861,10.537861,111.04651
1979,22.0,39.538425,-17.538425,17.538425,307.59637
1980,20.0,28.554764,-8.554764,8.554764,73.18398
1981,27.000002,22.864748,4.135254,4.135254,17.100325
1982,29.0,24.66967,4.33033,4.33033,18.751757
1983,45.000004,26.996456,18.003548,18.003548,324.12772
1984,105.0,36.524395,68.4756,68.4756,4688.908
1985,112.99999,69.522514,43.477478,43.477478,1890.2911
1986,99.99999,90.049484,9.950508,9.950508,99.01261
1987,80.0,94.64244,-14.642441,14.642441,214.40108
1988,78.0,88.10058,-10.100578,10.100578,102.02168
1989,69.0,81.05833,-12.058327,12.058327,145.40324
1990,63.0,73.223465,-10.223465,10.223465,104.51923
1991,56.0,66.45366,-10.453659,10.453659,109.278984
1992,40.0,59.646954,-19.646954,19.646954,386.00278
1993,42.0,47.465683,-5.465683,5.465683,29.87369
1994,50.0,42.53971,7.460289,7.460289,55.65591
1995,67.0,45.34243,21.65757,21.65757,469.05032
1996,82.0,56.24804,25.75196,25.75196,663.1635
1997,83.99999,69.54557,14.454422,14.454422,208.93031
1998,68.0,77.17184,-9.171837,9.171837,84.12259
1999,65.0,73.16438,-8.164383,8.164383,66.65715
2000,63.0,68.06677,-5.0667725,5.0667725,25.672184
2001,53.000004,64.02894,-11.0289345,11.0289345,121.6374
2002,36.0,57.036377,-21.036377,21.036377,442.52914
2003,36.0,44.102642,-8.102642,8.102642,65.65281
2004,31.000002,37.6583,-6.6582966,6.6582966,44.332912
2005,30.0,32.70326,-2.7032585,2.7032585,7.3076067
2006,40.0,30.312288,9.687712,9.687712,93.85176
2007,78.99999,34.95404,44.04595,44.04595,1940.0459
2008,96.99999,57.28634,39.713654,39.713654,1577.1743
2009,110.0,77.44375,32.55625,32.55625,1059.9095
2010,101.99999,91.85434,10.145653,10.145653,102.93427
2011,87.99999,95.51827,-7.51828,7.51828,56.524536
2012,82.0,90.981255,-8.981255,8.981255,80.66293
2013,74.0,84.96377,-10.963768,10.963768,120.20421
2014,67.0,77.846436,-10.846436,10.846436,117.645164
2015,61.000004,70.854164,-9.85416,9.85416,97.10448
2016,56.0,64.36635,-8.366348,8.366348,69.99578
2017,59.0,58.572746,0.42725372,0.42725372,0.18254575
2018,54.0,57.492382,-3.492382,3.492382,12.1967325
2019,54.0,54.83168,-0.8316803,0.8316803,0.6916921
2020,58.0,53.479694,4.5203056,4.5203056,20.433163
2021,59.0,55.091415,3.9085846,3.9085846,15.277034
2022,59.0,56.622936,2.3770638,2.3770638,5.650432
2023,69.0,57.44566,11.55434,11.55434,133.50278
2024,74.99999,62.867085,12.132908,12.132908,147.20746
2025,65.0,68.80198,-3.801979,3.801979,14.455045
2026,55.0,66.99547,-11.995468,11.995468,143.89125
2027,54.0,60.130627,-6.1306267,6.1306267,37.584583
2028,42.0,55.40864,-13.408642,13.408642,179.79167
2029,31.000002,46.75341,-15.753408,15.753408,248.16988
2030,53.000004,36.454147,16.545856,16.545856,273.76538
2031,101.0,43.83233,57.16767,57.16767,3268.1426
2032,94.0,71.13091,22.869087,22.869087,522.9952
2033,105.0,83.30373,21.696274,21.696274,470.7283
2034,101.0,92.38647,8.613533,8.613533,74.19295
2035,92.0,94.68876,-2.6887589,2.6887589,7.229424
2036,72.0,91.59367,-19.593674,19.593674,383.91205
2037,72.0,81.41557,-9.415573,9.415573,88.653015
2038,66.0,74.58169,-8.581688,8.581688,73.64537
2039,55.0,68.55007,-13.550072,13.550072,183.60445
2040,50.0,60.175213,-10.175213,10.175213,103.53496
2041,49.0,53.244884,-4.2448845,4.2448845,18.019045
2042,50.0,49.442863,0.55713654,0.55713654,0.3104011
2043,47.0,48.61547,-1.6154709,1.6154709,2.6097462
2044,48.0,46.961735,1.0382652,1.0382652,1.0779947
2045,41.0,46.69059,-5.69059,5.69059,32.382812
2046,28.0,42.814175,-14.814175,14.814175,219.45978
2047,25.0,33.526535,-8.526535,8.526535,72.7018
2048,22.0,27.604988,-5.604988,5.604988,31.415892
2049,18.0,23.875675,-5.875675,5.875675,34.52356
2050,16.000002,20.529318,-4.529316,4.529316,20.514704
2051,19.0,18.296635,0.7033653,0.7033653,0.49472278
2052,19.0,19.04185,-0.041849136,0.041849136,0.0017513502
2053,17.0,19.51399,-2.5139904,2.5139904,6.3201475
2054,28.0,18.66512,9.334881,9.334881,87.14
2055,46.0,23.89739,22.10261,22.10261,488.52536
2056,101.0,35.84493,65.155075,65.155075,4245.1836
2057,101.0,67.79511,33.204887,33.204887,1102.5646
2058,105.99999,84.97681,21.023186,21.023186,441.97433
2059,89.0,93.91425,-4.914253,4.914253,24.149885
2060,73.0,91.41628,-18.416283,18.416283,339.15945
2061,67.0,81.51099,-14.510986,14.510986,210.56873
2062,56.0,72.30903,-16.309029,16.309029,265.9844
2063,61.000004,61.93428,-0.9342766,0.9342766,0.8728727
2064,56.0,59.605324,-3.6053238,3.6053238,12.99836
2065,50.0,56.76432,-6.7643204,6.7643204,45.75603
2066,50.0,52.183243,-2.1832428,2.1832428,4.766549
2067,59.0,49.914772,9.085228,9.085228,82.54137
2068,80.99999,53.762127,27.237865,27.237865,741.9013
2069,87.0,67.09327,19.90673,19.90673,396.27792
2070,92.0,77.168755,14.831245,14.831245,219.96584
2071,89.0,83.99712,5.0028763,5.0028763,25.02877
2072,62.0,85.78238,-23.78238,23.78238,565.60156
2073,41.0,73.991196,-32.991196,32.991196,1088.419
2074,37.0,54.603733,-17.603733,17.603733,309.89142
2075,29.0,41.787,-12.786999,12.786999,163.50734
2076,30.0,32.677208,-2.677208,2.677208,7.1674423
2077,34.0,30.00845,3.9915504,3.9915504,15.932475
2078,54.0,31.574888,22.425112,22.425112,502.88565
2079,74.99999,43.15954,31.840454,31.840454,1013.8145
2080,106.99999,59.997852,47.00214,47.00214,2209.2012
2081,121.99999,82.21183,39.788162,39.788162,1583.0979
2082,106.99999,97.922226,9.077766,9.077766,82.405846
2083,89.0,100.10681,-11.106812,11.106812,123.36126
2084,105.0,93.97515,11.024849,11.024849,121.547295
2085,82.0,94.63315,-12.633148,12.633148,159.59644
2086,78.99999,87.327255,-8.327263,8.327263,69.34331
2087,59.0,81.58821,-22.588211,22.588211,510.22726
2088,51.0,69.090996,-18.090996,18.090996,327.28412
2089,50.0,57.282074,-7.282074,7.282074,53.028603
2090,54.0,51.34434,2.6556587,2.6556587,7.052523
2091,60.0,51.35879,8.641209,8.641209,74.67049
2092,74.0,55.29849,18.701511,18.701511,349.74652
2093,83.99999,64.61364,19.386353,19.386353,375.83066
2094,53.29653,74.2661,-20.969566,20.969566,439.72272
2095,64.0,64.27732,-0.27732086,0.27732086,0.07690686
2096,42.0,62.60606,-20.60606,20.60606,424.6097
2097,39.0,50.324528,-11.324528,11.324528,128.24493
2098,32.0,42.04371,-10.043709,10.043709,100.87608
2099,22.0,35.083218,-13.083218,13.083218,171.17058
2100,17.0,26.67874,-9.67874,9.67874,93.678
2101,25.0,20.787611,4.212389,4.212389,17.74422
2102,37.0,22.823252,14.176748,14.176748,200.9802
2103,78.99999,30.447897,48.552094,48.552094,2357.3057
2104,83.0,55.38229,27.61771,27.61771,762.7379
2105,83.0,70.86474,12.135262,12.135262,147.26457
2106,87.99999,77.81929,10.180702,10.180702,103.6467
2107,94.0,82.52459,11.47541,11.47541,131.68504
2108,98.0,86.3589,11.641098,11.641098,135.51517
2109,76.99999,89.88672,-12.886726,12.886726,166.06772
2110,64.0,83.46691,-19.466911,19.466911,378.96063
2111,56.0,72.69502,-16.695023,16.695023,278.7238
2112,55.0,61.966625,-6.966625,6.966625,48.533867
2113,53.000004,56.20611,-3.2061043,3.2061043,10.279104
2114,62.0,53.199123,8.800877,8.800877,77.45543
2115,61.000004,56.878613,4.1213913,4.1213913,16.985867
2116,83.99999,58.782017,25.217976,25.217976,635.9463
2117,80.99999,70.73106,10.268936,10.268936,105.45105
2118,71.0,76.15059,-5.150589,5.150589,26.528566
2119,58.0,73.70355,-15.703552,15.703552,246.60155
2120,68.0,65.10277,2.897232,2.897232,8.393953
2121,50.0,64.685165,-14.685165,14.685165,215.65408
2122,37.0,56.092495,-19.092495,19.092495,364.52338
2123,27.000002,44.066685,-17.066683,17.066683,291.27167
2124,23.000002,32.75628,-9.756277,9.756277,95.184944
2125,25.0,25.936565,-0.9365654,0.9365654,0.87715477
2126,38.0,24.790693,13.209307,13.209307,174.48578
2127,82.0,31.594082,50.40592,50.40592,2540.7566
2128,83.0,57.228035,25.771965,25.771965,664.19415
2129,71.0,71.77534,-0.7753372,0.7753372,0.60114783
2130,85.99999,72.73514,13.264854,13.264854,175.95636
2131,66.0,78.548294,-12.548294,12.548294,157.45969
2132,69.0,72.020584,-3.020584,3.020584,9.123928
2133,70.0,69.150024,0.8499756,0.8499756,0.7224585
2134,74.99999,68.52622,6.47377,6.47377,41.9097
2135,64.0,70.74868,-6.74868,6.74868,45.54468
2136,58.0,67.11666,-9.116661,9.116661,83.11351
2137,58.0,61.45766,-3.4576607,3.4576607,11.955418
2138,53.000004,58.3357,-5.335697,5.335697,28.469664
2139,61.000004,54.38264,6.617363,6.617363,43.789494
2140,67.0,56.83146,10.168541,10.168541,103.39922
2141,80.99999,61.6781,19.321892,19.321892,373.3355
2142,89.0,71.008156,17.991844,17.991844,323.70645
2143,94.99999,79.56251,15.437485,15.437485,238.31593
2144,89.0,86.04916,2.9508438,2.9508438,8.7074795
2145,73.0,86.74359,-13.743591,13.743591,188.8863
2146,47.0,79.61183,-32.61183,32.61183,1063.5316
2147,54.0,61.547794,-7.5477943,7.5477943,56.9692
2148,55.0,54.568,0.4319992,0.4319992,0.18662332
2149,50.0,53.12739,-3.1273918,3.1273918,9.78058
2150,57.0,50.599014,6.4009857,6.4009857,40.97262
2151,78.99999,53.259327,25.740665,25.740665,662.58185
2152,94.0,65.77618,28.223824,28.223824,796.5842
2153,96.0,79.30884,16.691162,16.691162,278.59488
2154,103.99999,86.93555,17.064445,17.064445,291.1953
2155,94.99999,92.95833,2.0416641,2.0416641,4.168392
2156,78.0,92.35825,-14.3582535,14.3582535,206.15944
2157,52.0,84.70817,-32.708168,32.708168,1069.8242
2158,43.0,67.01838,-24.01838,24.01838,576.88257
2159,54.0,51.082523,2.9174767,2.9174767,8.51167
2160,56.0,50.05265,5.9473495,5.9473495,35.370968
2161,53.000004,52.34846,0.65154266,0.65154266,0.42450786
2162,50.0,52.35464,-2.354641,2.354641,5.544334
2163,70.0,50.540863,19.459137,19.459137,378.65802
2164,78.0,59.74908,18.25092,18.25092,333.09607
2165,78.0,69.035,8.964996,8.964996,80.37116
2166,72.0,73.78014,-1.7801437,1.7801437,3.1689117
2167,68.0,73.016914,-5.0169144,5.0169144,25.16943
2168,48.0,69.74314,-21.743141,21.743141,472.7642
2169,40.0,57.2944,-17.2944,17.2944,299.09625
2170,42.0,45.764507,-3.7645073,3.7645073,14.171515
2171,33.0,41.75341,-8.75341,8.75341,76.62219
2172,22.0,35.76087,-13.760872,13.760872,189.36159
2173,25.0,27.170906,-2.170906,2.170906,4.712833
2174,31.000002,25.162537,5.8374653,5.8374653,34.076
2175,41.0,27.955881,13.044119,13.044119,170.14903
2176,60.0,34.82359,25.17641,25.17641,633.8517
2177,76.99999,48.247135,28.752857,28.752857,826.7268
2178,83.0,63.596554,19.403446,19.403446,376.4937
2179,80.0,74.04607,5.9539337,5.9539337,35.449326
2180,47.0,77.44512,-30.445122,30.445122,926.90546
2181,59.0,61.910618,-2.9106178,2.9106178,8.471696
2182,82.0,57.913517,24.086483,24.086483,580.1587
2183,85.99999,68.32558,17.674416,17.674416,312.38498
2184,69.0,76.86364,-7.86364,7.86364,61.83683
2185,67.0,73.76949,-6.769493,6.769493,45.82604
2186,61.000004,69.62522,-8.625217,8.625217,74.39438
2187,66.0,63.83972,2.1602783,2.1602783,4.6668024
2188,59.0,63.530087,-4.5300865,4.5300865,20.521685
2189,52.0,60.543793,-8.543793,8.543793,72.99639
2190,36.0,55.07569,-19.075691,19.075691,363.882
2191,23.000002,43.322777,-20.322775,20.322775,413.01517
2192,42.97003,30.161888,12.808144,12.808144,164.04854
2193,20.0,35.529427,-15.529427,15.529427,241.16309
2194,17.0,26.775496,-9.775496,9.775496,95.56031
2195,15.0,20.801395,-5.8013954,5.8013954,33.65619
2196,19.0,17.740799,1.259201,1.259201,1.5855873
2197,14.000001,18.715528,-4.7155275,4.7155275,22.2362
2198,20.0,16.890606,3.109394,3.109394,9.668331
